ACCIDENT_NO,LIGHT_CONDITION,SEVERITY,SPEED_ZONE,ROAD_GEOMETRY,NO_PERSONS_NOT_INJ,LICENCE_STATE,SEATING_POSITION,HELMET_BELT_WORN
T20120010427,3,3,60,5,1,1,1,1
T20120012375,1,3,60,5,1,1,1,0
T20120010654,1,3,50,1,1,1,1,1
T20120012209,1,3,50,2,0,1,1,0
T20120010377,5,2,80,2,1,1,1,1
T20120010379,5,2,80,5,0,1,1,0
T20120010382,1,3,100,5,0,1,1,0
T20120010383,1,2,80,1,3,1,1,1
T20120010389,1,3,80,2,1,1,1,1
T20120010390,1,3,80,5,2,1,1,1
T20120010392,1,3,80,1,2,1,1,1
T20120010396,1,3,50,1,5,1,1,1
T20120010397,1,3,50,1,3,1,1,1
T20120010400,1,3,100,1,1,1,0,1
T20120010402,1,3,70,1,2,1,1,1
T20120010404,1,3,50,2,2,1,1,1
T20120010405,1,3,100,2,0,1,1,1
T20120010410,1,1,60,1,1,1,1,1
T20120010411,1,2,60,2,1,1,1,1
T20120010412,1,3,70,2,3,1,1,1
T20120010413,1,3,80,5,0,1,1,1
T20120010417,1,3,60,5,1,1,1,1
T20120013759,1,3,80,1,0,1,1,1
T20120010421,1,3,60,5,0,1,1,1
T20120010422,1,2,100,5,0,1,1,1
T20120010423,1,1,60,2,0,1,1,1
T20120010426,1,3,60,2,1,1,1,1
T20120010428,2,2,60,2,1,1,1,1
T20120010430,1,3,100,4,1,1,1,1
T20120010436,3,3,60,5,1,1,1,1
T20120010437,1,3,80,1,1,1,1,1
T20120010441,1,3,50,2,1,1,1,1
T20120010446,3,2,50,2,0,1,1,1
T20120025569,1,3,70,2,3,1,1,1
T20120010453,1,1,80,5,1,1,1,0
T20120010454,1,2,90,5,0,1,1,1
T20120010455,5,2,100,5,0,1,1,0
T20120010456,3,3,80,5,0,1,1,1
T20120010457,2,3,60,2,1,1,1,0
T20120010532,1,3,40,2,0,1,0,0
T20120010465,1,2,90,5,1,1,1,0
T20120010466,1,3,100,5,0,1,1,1
T20120014667,1,3,100,1,0,1,1,0
T20120010472,1,3,50,5,2,1,1,1
T20120010418,1,3,50,5,1,1,1,0
T20120012724,1,3,70,2,1,1,0,0
T20120010462,1,3,60,1,1,1,1,1
T20120010886,0,3,80,1,2,1,1,1
T20120010947,1,2,60,4,1,1,1,1
T20120010490,3,3,60,5,1,1,1,1
T20120010487,5,2,100,5,0,1,1,0
T20120010478,1,3,40,2,1,1,1,1
T20120010477,2,2,50,2,1,1,1,1
T20120010511,1,3,80,5,1,1,1,0
T20120014310,1,3,60,5,1,1,1,0
T20120010542,5,1,100,5,0,1,1,0
T20120010698,1,3,80,1,1,1,1,1
T20120011459,1,3,70,2,2,1,1,1
T20120026696,0,3,80,1,2,1,1,1
T20120010539,3,3,50,2,2,1,1,0
T20120010463,3,2,60,1,1,1,1,1
T20120010467,1,2,80,1,0,1,1,1
T20120010538,1,3,70,5,1,1,1,0
T20120010509,1,3,60,5,1,1,1,1
T20120010501,1,2,100,5,0,1,1,1
T20120010493,1,2,60,2,1,1,1,1
T20130001445,0,3,80,5,2,1,1,1
T20120010491,1,2,50,1,4,1,1,1
T20120021401,1,3,60,1,1,1,1,1
T20120010564,2,3,60,1,1,1,1,0
T20120010512,1,3,50,5,0,1,0,0
T20120010486,1,3,50,5,1,1,1,1
T20120010479,1,3,80,5,0,1,1,1
T20120010474,1,3,50,2,0,1,1,1
T20120010528,5,2,100,5,0,1,1,1
T20120010556,1,2,60,2,1,1,1,1
T20120010527,5,2,60,5,0,1,1,0
T20120010797,5,3,60,2,0,1,1,1
T20120010505,1,3,60,2,0,1,1,1
T20120010525,3,3,50,1,1,1,1,1
T20120010523,3,3,70,2,3,1,1,0
T20120010521,1,3,60,1,1,1,0,0
T20120010519,1,2,50,5,0,1,1,1
T20120010518,3,3,80,1,3,1,1,0
T20120015236,1,3,50,4,1,1,1,0
T20120010517,1,2,100,5,1,1,1,1
T20120010583,5,2,100,5,0,1,1,0
T20120010515,3,2,50,5,1,1,1,1
T20120010747,4,3,60,1,1,1,1,1
T20120016308,1,3,100,5,0,1,1,1
T20120010548,0,2,50,5,1,1,0,0
T20120011559,1,3,70,5,1,1,0,0
T20120010544,3,3,60,1,1,1,1,1
T20120010510,1,2,60,2,0,1,1,0
T20120010603,1,2,60,1,2,1,1,0
T20120010617,3,2,60,2,5,1,1,1
T20120010625,5,2,100,5,0,1,1,0
T20120010627,3,2,50,5,0,1,1,1
T20120010610,1,3,60,4,1,1,1,1
T20120010631,1,3,50,2,1,1,1,1
T20120010634,1,3,100,5,1,1,1,1
T20120010566,1,3,100,1,2,1,1,1
T20120010661,3,2,70,5,1,1,1,1
T20120010550,2,3,60,2,0,1,1,1
T20120010557,1,2,100,5,0,1,1,1
T20120010635,3,2,50,2,2,1,1,1
T20120010589,1,3,60,5,2,1,1,1
T20120010590,1,2,50,2,2,1,1,1
T20120010591,1,3,60,2,0,1,1,0
T20120010595,1,2,40,2,1,1,1,1
T20120010580,1,3,50,2,1,1,1,0
T20120011147,1,3,60,2,1,1,1,0
T20120010604,1,2,80,1,0,1,1,0
T20120010555,1,2,60,2,0,1,1,1
T20120010607,1,2,100,5,0,1,0,0
T20120010554,5,2,100,5,0,1,0,0
T20120010609,2,2,80,5,1,1,1,0
T20120010611,1,3,100,4,1,1,1,1
T20120010623,5,1,60,2,2,1,1,0
T20120010865,1,2,50,2,0,1,0,0
T20120010573,1,2,40,1,0,1,1,1
T20120014673,1,3,70,5,2,1,1,1
T20120010572,1,2,100,2,1,1,1,0
T20120010559,1,3,60,1,1,1,1,1
T20120010587,1,3,50,2,0,1,1,0
T20120010645,1,3,60,5,1,1,1,1
T20120010647,1,3,50,5,0,1,1,1
T20120010613,1,3,80,1,5,1,1,1
T20120010579,1,3,70,1,1,1,0,0
T20120010648,2,3,60,1,0,1,1,0
T20120010567,1,2,60,2,1,1,1,0
T20120010620,3,2,100,2,1,1,0,0
T20120010561,1,3,70,1,0,1,1,0
T20120010581,1,3,80,5,2,1,1,1
T20120010658,1,3,100,5,3,1,1,1
T20120015225,1,3,60,5,0,1,1,1
T20120010684,5,3,100,5,8,1,1,0
T20130004091,5,3,100,5,0,1,1,1
T20120010694,3,3,60,5,1,1,0,0
T20120010640,1,3,50,5,1,1,1,1
T20120012130,1,3,100,5,0,1,1,1
T20120015270,1,2,0,5,0,1,0,0
T20120010639,1,2,100,1,0,1,1,1
T20120010695,1,2,70,5,5,1,1,1
T20120010706,5,2,100,1,0,1,1,0
T20120010643,1,3,100,5,0,1,1,0
T20120010668,1,3,50,1,3,1,1,1
T20120010644,1,2,60,5,3,1,1,1
T20120010677,3,3,50,1,1,1,1,1
T20120010671,1,2,50,5,2,1,1,1
T20120010676,1,3,50,5,1,1,0,0
T20120010681,3,2,60,5,0,1,1,1
T20120010651,1,3,60,1,1,1,0,0
T20120010652,1,3,70,5,4,1,0,0
T20120010655,1,3,60,2,1,1,0,0
T20120010628,5,3,110,4,2,1,0,0
T20120010663,3,3,50,5,1,1,0,0
T20120010666,1,2,60,5,0,1,1,1
T20120010656,1,3,40,5,1,1,0,0
T20120010846,5,3,100,1,1,1,0,0
T20120010682,3,3,60,1,1,1,0,0
T20120010650,1,3,50,1,1,1,1,1
T20120010708,1,2,100,5,0,1,0,0
T20120010705,1,2,60,5,4,1,0,0
T20120010703,1,3,60,2,1,1,0,0
T20120010700,1,2,60,5,1,1,0,0
T20120010817,3,3,100,5,1,1,1,0
T20120010756,2,2,60,1,2,1,1,0
T20120010758,3,3,70,2,0,1,1,1
T20120011091,1,3,50,1,2,1,1,1
T20120010764,1,3,50,1,0,1,1,0
T20120010765,3,3,60,1,0,1,1,1
T20120010771,3,3,60,5,3,1,1,1
T20120010772,3,2,60,1,2,1,1,1
T20120010779,3,2,70,2,0,1,1,1
T20120010719,1,2,60,2,1,1,0,0
T20120011390,1,2,50,2,1,1,1,1
T20120010755,3,3,40,2,1,1,1,1
T20120010754,1,3,80,1,3,1,1,0
T20120010751,3,3,60,2,1,1,1,1
T20130015383,3,3,50,2,1,1,1,1
T20120010750,1,2,110,5,0,1,1,0
T20120010749,1,3,60,2,1,1,1,1
T20120010746,1,3,100,5,1,1,1,1
T20120010743,2,2,50,2,1,1,1,1
T20120016140,2,3,50,2,1,1,1,1
T20120010740,1,3,100,5,1,1,1,1
T20120010739,1,2,50,5,1,1,1,1
T20120010732,1,3,60,2,1,1,1,1
T20120010731,1,3,70,1,1,1,1,1
T20120010730,1,3,100,5,0,1,1,1
T20120010729,1,3,60,1,1,1,1,1
T20120010723,1,3,70,2,0,1,1,1
T20120010717,1,3,40,2,1,1,1,1
T20120010714,1,2,60,5,4,1,1,1
T20120010713,1,3,60,2,2,1,1,1
T20120010710,1,3,60,2,1,1,1,1
T20120012281,1,3,50,5,1,1,1,1
T20120010844,3,2,80,1,0,1,1,1
T20120010836,3,2,60,5,1,1,0,1
T20120010841,1,3,60,2,3,1,1,1
T20120010840,3,2,60,2,1,1,1,1
T20120011542,3,3,60,2,2,1,1,1
T20120010843,1,3,50,5,1,1,1,1
T20120010837,2,3,110,5,3,1,1,1
T20120010833,3,2,60,4,1,1,1,1
T20130002062,1,3,70,2,1,1,1,1
T20120010924,2,3,60,2,1,1,1,1
T20120010821,1,3,60,1,1,1,1,1
T20120010822,1,3,60,1,3,1,1,1
T20120010825,1,3,40,1,2,1,0,0
T20120010905,1,2,60,3,1,1,1,1
T20120010818,1,3,100,5,1,1,1,1
T20120010883,1,3,60,5,1,1,1,0
T20120010929,1,3,80,5,2,1,1,1
T20120010811,1,2,60,1,2,1,1,0
T20120010807,1,3,60,1,2,1,1,0
T20120018408,2,3,80,2,0,1,1,0
T20120016999,1,3,50,5,1,1,1,0
T20120010815,1,3,50,2,2,1,1,1
T20120010828,1,3,60,1,1,1,1,0
T20120010880,1,2,60,5,1,1,1,0
T20120010829,1,2,50,5,0,1,1,0
T20120011697,1,3,100,5,1,1,1,1
T20120010798,1,3,50,5,2,1,1,1
T20120010830,1,3,60,5,2,1,1,1
T20120010831,1,2,70,2,1,1,1,1
T20120011929,1,3,60,2,1,1,1,1
T20120010832,1,3,80,5,0,1,1,1
T20120011320,0,3,40,2,1,1,1,0
T20120011573,1,3,100,5,0,1,1,1
T20120010814,1,3,60,5,1,1,1,0
T20120010790,1,2,80,5,0,1,1,0
T20120011173,1,3,50,5,1,1,1,0
T20120010852,1,3,60,5,3,1,1,1
T20120010774,3,2,60,1,0,1,1,0
T20120010789,1,3,40,2,1,1,1,0
T20120010918,5,2,100,2,0,1,1,1
T20120010920,3,2,80,5,1,1,1,1
T20120010921,3,2,50,2,1,1,1,1
T20120017660,1,2,50,1,1,1,1,1
T20120011310,1,2,100,5,0,1,1,1
T20120010922,3,2,60,1,0,1,1,1
T20120010925,1,2,60,2,0,1,1,1
T20120011671,1,3,50,5,3,1,1,1
T20120018283,1,3,60,4,1,1,1,1
T20120010932,2,2,80,1,2,1,1,1
T20120011689,3,3,60,2,1,1,1,1
T20120010937,1,3,60,2,1,1,1,1
T20120010898,1,3,60,2,1,1,1,1
T20120010891,1,2,110,5,0,1,1,1
T20120010862,1,2,60,1,4,1,1,1
T20120010860,3,2,80,5,1,1,1,1
T20120010850,3,2,60,1,0,1,1,1
T20120010890,1,2,50,5,0,1,1,0
T20120010881,1,2,100,5,0,1,1,1
T20120011115,0,3,100,5,1,1,1,0
T20120016474,1,3,60,2,1,1,1,1
T20120010910,5,3,100,5,4,1,0,0
T20120010913,1,2,50,2,1,1,1,0
T20120011063,3,3,70,2,2,1,1,1
T20120010907,1,2,100,1,1,1,1,1
T20120010878,1,3,60,2,3,1,1,1
T20120013613,2,3,50,5,0,1,1,1
T20120010888,1,3,50,5,1,1,1,1
T20120010940,1,3,30,2,1,1,1,0
T20120010912,1,3,60,5,1,1,0,0
T20120011968,5,2,80,5,0,1,1,1
T20120010943,5,2,60,5,0,1,1,1
T20120010981,3,3,60,2,1,1,1,1
T20120010903,1,3,60,5,1,1,1,1
T20120010915,5,2,60,5,1,1,1,1
T20120010916,3,3,40,5,1,1,0,0
T20120010917,3,3,60,2,1,1,1,0
T20120010966,5,2,100,5,0,1,1,0
T20120010959,1,3,60,2,5,1,1,1
T20120010958,1,3,60,1,1,1,1,1
T20130011471,1,3,50,2,0,1,1,0
T20120010957,1,2,50,1,1,1,1,1
T20120011008,3,3,60,1,1,1,1,1
T20120010970,1,3,50,2,0,1,1,1
T20120014440,1,3,50,4,0,1,1,1
T20120011009,1,3,60,2,3,1,1,0
T20120011215,1,3,60,5,2,1,1,1
T20120011583,1,3,80,1,1,1,1,0
T20120010961,1,2,60,1,0,1,1,1
T20120011057,1,2,70,5,0,1,1,1
T20120011038,1,3,50,5,2,1,1,1
T20120011036,3,2,60,2,0,1,1,1
T20120011035,1,3,80,2,3,1,1,1
T20120011034,3,3,80,5,1,1,1,1
T20120011033,3,2,60,2,0,1,1,1
T20120011032,3,2,70,5,0,1,1,1
T20120011031,1,2,100,1,0,1,1,1
T20120011029,1,3,60,5,2,1,1,1
T20130020284,1,3,50,5,1,1,1,0
T20120011028,4,2,50,1,1,1,1,0
T20120011010,3,3,50,4,0,1,1,0
T20120011012,3,2,60,5,1,1,1,0
T20120011136,1,3,30,5,1,1,1,0
T20120011026,1,1,60,5,1,1,1,0
T20120011024,3,3,60,5,4,1,1,1
T20120010954,1,2,40,2,1,1,1,0
T20120011023,3,3,60,5,0,1,1,0
T20120010968,1,2,50,5,1,1,1,0
T20120011022,1,2,60,5,1,1,1,1
T20120011021,5,2,100,1,1,1,1,0
T20120011020,1,3,80,1,0,1,1,0
T20120011015,3,2,100,5,3,1,1,1
T20130010599,1,2,50,5,1,1,1,0
T20120011469,1,2,60,5,5,1,1,0
T20120010973,1,3,80,5,1,1,1,1
T20120010975,1,2,60,5,0,1,1,1
T20120010944,1,3,50,5,1,1,1,1
T20120010976,1,3,80,1,2,1,1,1
T20120010977,1,2,40,2,1,1,1,0
T20120010978,1,2,40,5,1,1,1,1
T20120010983,1,2,100,2,1,1,1,1
T20120010989,1,3,60,5,1,1,1,1
T20120010991,1,3,40,5,1,1,1,1
T20120010992,1,3,60,2,1,1,1,0
T20120011454,1,3,50,4,2,1,1,1
T20120010993,1,2,50,5,0,1,1,0
T20120010996,1,3,50,1,1,1,1,1
T20120010999,1,3,60,1,3,1,1,1
T20120011000,1,3,50,1,2,1,1,1
T20120010956,1,2,40,5,1,1,1,0
T20120010950,1,2,50,1,2,1,1,0
T20120010963,1,3,80,2,0,1,1,0
T20120010972,1,2,60,1,3,1,1,0
T20120011003,1,3,60,5,0,1,1,0
T20120011111,3,2,60,5,2,1,1,0
T20120011125,1,2,40,1,2,1,1,0
T20120011256,1,2,60,2,1,1,0,0
T20120011007,1,2,60,4,1,1,0,0
T20120010939,1,3,70,2,0,1,1,1
T20120010938,3,2,50,5,0,1,1,1
T20120011072,1,3,60,5,2,1,1,1
T20120011126,3,3,70,1,5,1,0,0
T20120014124,1,3,60,3,1,1,1,0
T20120023447,2,2,100,5,0,1,1,0
T20120011127,1,3,70,5,2,1,1,1
T20120011129,5,3,100,5,0,1,1,1
T20120016445,3,3,60,5,2,1,1,0
T20120011134,3,2,80,2,1,1,1,0
T20120011108,2,3,50,5,1,1,1,0
T20120011069,1,2,60,2,1,1,1,1
T20120013031,4,3,50,1,3,1,0,0
T20120011123,1,3,60,2,3,1,1,1
T20120011370,1,3,80,1,1,1,1,0
T20120012811,1,3,60,1,1,1,1,0
T20120011122,5,3,100,5,0,1,1,1
T20120015950,2,3,50,2,3,1,1,0
T20120011121,3,3,60,2,1,1,1,1
T20120011117,3,2,80,4,2,1,1,0
T20120011039,3,3,80,4,1,1,1,0
T20120011099,1,3,100,5,2,1,1,0
T20120013282,1,3,60,1,1,1,1,1
T20120011049,2,2,60,2,0,1,1,1
T20120011055,1,3,40,2,1,1,1,1
T20120011074,0,3,50,5,2,1,0,0
T20120011105,1,3,60,2,1,1,1,1
T20120011058,1,3,40,1,2,1,1,1
T20120011060,1,2,50,5,1,1,0,0
T20120011380,1,3,100,2,1,1,1,1
T20120011165,1,3,40,4,1,1,1,1
T20120011064,1,3,80,1,1,1,1,0
T20120011098,1,3,60,2,1,1,1,0
T20120011106,1,3,60,2,1,1,1,0
T20120011097,1,2,60,5,1,1,0,0
T20120012077,1,2,40,5,2,1,0,0
T20120011092,2,3,40,2,1,1,1,0
T20120011110,1,2,80,5,3,1,1,0
T20120011491,1,3,50,2,1,1,1,1
T20120011085,1,3,80,2,1,1,1,1
T20120011080,1,3,50,5,0,1,1,0
T20120011124,1,2,100,5,1,1,1,1
T20120011066,1,3,60,2,1,1,1,0
T20120011113,3,3,60,1,0,1,0,0
T20120011230,1,2,70,5,1,1,0,0
T20120011276,1,2,40,2,2,1,1,1
T20120011109,1,2,60,1,1,1,0,0
T20120011360,1,2,80,5,0,1,1,1
T20120011070,5,2,100,5,0,1,0,1
T20120012565,1,3,50,2,1,1,1,1
T20120011156,1,3,70,4,1,1,1,1
T20120011157,1,3,60,5,0,1,1,1
T20120011687,1,2,100,2,0,1,1,1
T20120012662,1,2,60,4,1,1,1,1
T20120012679,1,2,0,5,0,1,1,1
T20120012564,1,2,100,5,0,1,1,0
T20120011155,1,2,60,1,3,1,1,1
T20120011153,1,3,100,5,3,1,1,1
T20120011151,1,2,60,1,2,1,1,1
T20120011150,1,3,80,1,8,1,1,1
T20120011149,1,2,60,2,1,1,1,0
T20120011166,1,3,100,5,4,1,1,1
T20120011159,1,2,50,5,1,1,1,1
T20120011200,3,2,60,2,0,1,1,1
T20120011143,1,3,60,2,2,1,1,1
T20120011142,1,3,80,5,0,1,1,0
T20120011141,1,2,100,5,0,1,1,1
T20120011140,1,2,100,5,0,1,1,0
T20120011180,1,2,100,1,0,1,1,0
T20120011372,5,2,100,5,0,1,1,0
T20120011971,1,3,100,5,1,1,1,0
T20120011705,1,3,90,5,0,1,1,0
T20120011962,1,3,60,5,0,1,1,0
T20120011179,1,3,60,2,2,1,1,1
T20120011184,3,2,80,5,5,1,1,1
T20120011189,3,3,50,5,1,1,1,0
T20120011192,3,2,50,1,0,1,1,0
T20120011428,1,2,60,5,1,1,0,0
T20120011183,1,2,100,1,0,1,1,0
T20120011194,3,3,50,2,0,1,1,1
T20120011196,5,2,60,2,0,1,1,1
T20120011197,5,3,60,2,1,1,1,1
T20120011175,5,2,60,5,0,1,1,1
T20120011171,1,3,100,5,0,1,1,0
T20120011211,1,2,100,5,1,1,1,1
T20120011168,1,3,50,2,0,1,1,1
T20120011138,1,3,100,5,0,1,1,1
T20120011193,1,2,50,2,1,1,1,1
T20120012837,5,3,60,5,0,1,1,1
T20120011238,1,3,60,1,1,1,1,1
T20120011252,2,3,80,2,2,1,1,1
T20130008968,1,3,100,5,3,1,1,1
T20120011236,1,3,70,2,1,1,1,1
T20120011231,1,2,80,2,0,1,1,1
T20120011647,1,3,80,2,2,1,1,1
T20120011650,1,2,60,1,4,1,1,1
T20120011226,1,3,70,1,0,1,1,0
T20120011665,3,2,50,1,3,1,1,1
T20120011221,1,3,40,5,1,1,1,1
T20120011220,1,3,60,1,2,1,1,0
T20120011219,1,3,50,5,1,1,1,1
T20120011217,1,2,60,1,1,1,1,1
T20120011205,4,2,100,5,0,1,1,0
T20120011203,5,3,110,5,1,1,1,1
T20120011198,3,2,60,1,1,1,1,0
T20120011267,5,3,100,5,0,1,0,0
T20120011263,3,2,60,5,0,1,0,0
T20120011262,5,2,100,5,1,1,1,0
T20120011258,1,3,40,5,0,1,0,0
T20120011257,5,3,100,5,2,1,0,0
T20120011271,3,2,60,1,2,1,1,1
T20120028969,1,3,60,2,2,1,1,1
T20120011843,1,3,80,4,0,1,1,1
T20120011305,1,3,60,5,0,1,1,1
T20120011970,3,3,60,1,2,1,1,1
T20120011278,3,3,70,1,0,1,1,0
T20120011282,5,2,100,5,0,1,1,1
T20120011295,1,3,50,1,1,1,1,0
T20120011266,1,3,70,4,1,1,0,0
T20120011244,1,2,100,5,0,1,1,0
T20120011268,5,2,60,5,0,1,1,1
T20120011250,5,2,80,1,2,1,0,0
T20120011246,1,2,50,1,1,1,1,0
T20120011240,1,2,50,5,0,1,1,0
T20120011239,1,2,50,2,2,1,1,0
T20120011480,1,3,70,2,3,1,1,0
T20120011307,1,3,50,1,1,1,1,1
T20120011309,1,2,60,1,1,1,1,1
T20120011660,1,3,60,1,0,1,1,1
T20120011341,1,3,50,5,2,1,1,1
T20120011338,5,3,60,5,0,1,1,1
T20120011316,1,3,60,1,2,1,1,1
T20120011355,5,3,50,5,1,1,1,1
T20120011354,1,3,40,5,1,1,1,1
T20120011402,1,2,40,2,6,1,1,1
T20120011330,3,2,80,1,5,1,0,1
T20120011328,5,2,70,5,1,1,1,1
T20120011325,3,3,60,2,1,1,1,1
T20120011301,1,3,50,2,1,1,1,1
T20120011324,3,2,80,5,0,1,1,0
T20120011351,1,2,60,2,0,1,1,0
T20120011322,3,2,60,1,0,1,1,1
T20120011827,1,2,50,1,2,1,1,1
T20120011318,1,3,80,5,3,1,1,0
T20120011995,5,2,80,5,1,1,1,0
T20120011362,2,2,80,5,0,1,1,1
T20120011455,1,3,60,2,7,1,1,1
T20120011297,1,2,70,5,1,1,1,1
T20120011335,3,3,60,5,0,1,1,1
T20120011471,5,3,50,2,0,1,0,0
T20120011367,3,3,60,1,1,1,1,0
T20120011336,1,3,70,1,1,1,1,0
T20120011584,3,3,40,2,1,1,1,0
T20120011302,1,3,100,5,2,1,1,1
T20120011303,1,3,60,2,2,1,1,1
T20120011306,1,3,60,5,1,1,1,1
T20120011294,1,3,60,1,1,1,1,1
T20120011285,1,3,50,5,1,1,1,0
T20120011283,1,3,60,5,1,1,1,0
T20120011332,3,3,80,5,3,1,1,0
T20120011715,1,2,50,2,0,1,1,1
T20120023029,1,3,60,2,1,1,1,1
T20120011385,1,2,60,2,1,1,1,1
T20120011632,1,2,60,2,1,1,1,0
T20120011365,2,3,60,2,1,1,0,0
T20120011528,3,2,60,1,1,1,1,1
T20130001169,1,3,60,2,1,1,1,1
T20120011400,1,2,60,2,0,1,0,0
T20120011401,1,2,60,1,1,1,0,0
T20120011414,1,3,60,1,1,1,0,0
T20120011422,2,2,60,1,1,1,1,1
T20120011423,3,2,40,1,1,1,1,1
T20120011438,1,3,80,2,1,1,1,1
T20120011441,3,1,80,2,0,1,1,1
T20120011353,3,3,70,1,2,1,1,1
T20120011451,3,3,70,2,0,1,1,0
T20120011384,1,2,70,2,0,1,1,0
T20120011436,3,3,100,5,2,1,1,1
T20120022923,1,3,40,5,1,1,1,1
T20120011399,1,3,80,5,2,1,1,0
T20120011382,1,2,100,5,0,1,1,0
T20120011348,1,3,60,4,2,1,1,0
T20120011345,3,3,80,5,0,1,1,0
T20120011381,1,3,80,1,2,1,0,0
T20120011368,1,2,100,5,1,1,1,0
T20120011369,1,2,60,2,1,1,1,0
T20120011347,5,2,80,5,0,1,1,0
T20120011477,1,3,60,1,2,1,1,1
T20120011361,1,3,60,2,1,1,1,1
T20120011363,1,3,40,1,1,1,1,0
T20120011413,3,3,60,1,1,1,1,1
T20120011435,1,1,70,2,0,1,1,1
T20130004277,1,3,100,5,1,1,1,1
T20120011675,2,3,40,3,1,1,1,0
T20130009587,1,3,50,1,1,1,1,1
T20120011629,3,3,60,2,1,1,1,0
T20120011443,3,3,50,5,0,1,1,1
T20120011446,3,2,100,5,0,1,1,1
T20120011474,1,3,100,5,0,1,1,1
T20120011472,1,3,60,2,1,1,1,1
T20120014861,1,3,60,5,1,1,1,1
T20120011498,1,3,60,2,1,1,1,1
T20120011501,1,3,60,2,3,1,1,1
T20120011470,4,3,100,5,0,1,0,1
T20120011744,3,3,60,2,1,1,1,1
T20120011504,1,3,80,1,1,1,1,1
T20120011540,3,2,60,2,1,1,1,1
T20120011497,1,2,80,5,0,1,1,0
T20120011495,1,3,60,1,1,1,1,0
T20120011539,3,2,60,2,3,1,1,0
T20120011538,3,3,70,2,0,1,1,0
T20120011536,2,2,50,1,1,1,1,0
T20120011949,1,3,60,1,1,1,1,0
T20120011482,1,3,60,1,1,1,1,0
T20120013111,1,3,70,5,0,1,1,0
T20120011485,1,3,100,5,0,1,1,0
T20120011510,1,2,60,2,1,1,1,1
T20120011844,3,3,60,2,0,1,1,1
T20120027223,1,3,80,5,2,1,1,0
T20120011516,2,2,60,1,1,1,0,0
T20120011518,1,2,60,2,1,1,1,0
T20120011520,3,2,60,5,1,1,1,0
T20120011487,1,3,50,1,2,1,0,0
T20120011465,1,2,60,2,0,1,1,1
T20120011522,3,3,60,5,1,1,1,0
T20120014741,1,3,60,1,1,1,1,0
T20120014728,1,3,80,2,2,1,1,0
T20120011956,5,3,100,5,2,1,1,0
T20120011453,1,2,50,2,1,1,1,1
T20120011526,5,2,100,5,0,1,0,0
T20120011457,1,3,50,5,1,1,1,1
T20120011479,1,2,40,2,2,1,1,1
T20120011467,1,3,100,2,1,1,1,1
T20120011450,3,2,60,5,2,1,1,1
T20120011534,3,3,60,2,4,1,1,1
T20120011521,5,2,80,1,1,1,1,1
T20120011891,2,3,60,5,1,1,1,1
T20120011864,2,3,80,5,1,1,1,1
T20120011628,1,2,50,5,0,1,1,1
T20120012477,1,3,50,2,1,1,1,1
T20120011622,3,2,60,5,0,1,1,1
T20120011621,5,3,60,2,2,1,1,0
T20120011618,3,3,50,2,1,1,1,0
T20120011578,1,3,50,5,0,1,1,0
T20120011615,1,2,100,5,0,1,1,0
T20120011614,3,3,60,2,2,1,1,0
T20120011634,1,3,80,1,1,1,1,0
T20120011649,1,3,60,2,1,1,1,0
T20120011654,1,3,80,5,2,1,1,0
T20120011543,3,3,70,1,1,1,1,1
T20120011548,3,3,60,1,1,1,1,0
T20120014976,5,3,60,2,0,1,1,1
T20120011612,3,2,100,5,1,1,1,1
T20120011552,1,3,50,1,1,1,1,1
T20120011556,1,3,80,2,2,1,1,1
T20120011610,5,3,50,5,1,1,1,0
T20120011558,1,2,50,2,1,1,1,1
T20120011661,2,3,60,1,1,1,1,1
T20120011561,1,2,60,2,1,1,1,1
T20120011667,5,3,80,5,1,1,1,1
T20120011604,3,2,60,2,1,1,1,1
T20120011602,3,3,40,2,1,1,0,1
T20120011600,1,2,80,5,1,1,1,1
T20120011872,1,3,80,1,1,1,1,1
T20120012663,4,3,100,2,1,1,1,1
T20120011693,5,3,110,5,0,1,1,1
T20120011597,1,3,80,5,0,1,1,1
T20120011759,5,2,100,5,0,1,1,0
T20120011596,1,2,100,1,3,1,1,0
T20120011595,1,2,100,5,0,1,0,0
T20120011840,3,3,60,1,1,1,1,1
T20120011549,3,3,60,2,1,1,1,1
T20120017669,3,3,80,5,2,1,1,0
T20120013181,1,3,40,5,0,1,1,1
T20120015151,3,3,60,1,3,1,1,1
T20120011572,1,2,80,1,3,1,1,1
T20120011892,1,3,60,1,1,1,1,1
T20120011587,1,3,70,1,1,1,1,1
T20120011682,3,3,50,2,1,1,1,1
T20120011631,1,3,80,5,5,1,1,1
T20120011925,1,3,80,5,1,1,1,1
T20120017853,3,3,40,1,2,1,1,0
T20120011679,1,2,80,4,1,1,1,1
T20120013873,1,3,60,1,1,1,1,1
T20130002277,4,3,60,2,1,1,1,1
T20120011677,1,3,60,5,1,1,1,1
T20120011700,3,3,50,1,1,1,1,1
T20120011664,1,3,50,1,1,1,1,1
T20120011690,2,3,60,5,1,1,1,1
T20120012365,1,3,50,1,2,1,1,1
T20120011674,1,3,80,5,0,1,1,0
T20120011666,1,2,100,2,2,1,1,0
T20120011676,1,3,50,5,2,1,1,1
T20120011672,1,3,40,5,1,1,1,1
T20120011658,1,3,80,5,1,1,1,0
T20120011657,1,2,50,1,1,1,1,0
