ACCIDENT_NO,LIGHT_CONDITION,SEVERITY,SPEED_ZONE,ROAD_GEOMETRY,NO_PERSONS_NOT_INJ,LICENCE_STATE,SEATING_POSITION,HELMET_BELT_WORN
T20120018266,1,3,70,1,0,1,1,1
T20120018319,1,3,60,2,0,1,0,0
T20120018270,1,3,60,1,1,1,1,1
T20120018271,1,2,100,5,0,1,1,1
T20120018273,1,2,70,1,1,1,0,0
T20120018253,1,2,50,5,1,1,1,1
T20120027976,1,3,50,5,1,1,0,1
T20120018276,1,3,60,5,1,1,1,1
T20120018279,1,2,100,5,1,1,1,1
T20120018285,1,3,50,1,1,1,1,1
T20120018286,1,3,60,2,1,1,1,0
T20120018288,1,1,50,5,1,1,1,0
T20120018294,1,3,60,2,3,1,1,1
T20120018297,2,2,60,2,2,1,1,0
T20120018298,2,3,70,1,1,1,1,0
T20120018301,4,3,50,2,1,1,1,0
T20120018304,3,3,70,2,0,1,1,1
T20120018306,3,3,60,1,1,1,1,1
T20120018307,2,3,60,1,1,1,1,0
T20120018312,3,3,80,5,4,1,1,1
T20120018314,2,2,50,5,1,1,1,1
T20120018316,3,2,60,2,0,1,1,1
T20120025090,4,3,40,2,1,1,1,0
T20120018525,3,3,50,2,0,1,1,0
T20120018241,3,2,100,5,0,1,1,1
T20120026141,1,3,70,2,1,1,1,1
T20120018317,3,3,60,5,2,1,1,0
T20120018335,1,3,60,3,0,1,1,1
T20120018332,1,2,60,5,1,1,1,1
T20120018243,5,2,100,5,0,1,1,1
T20120018249,1,3,80,2,6,1,1,1
T20120018251,2,3,60,1,1,1,1,1
T20120018252,1,3,70,2,2,1,1,1
T20120018255,2,2,110,5,3,1,1,1
T20120018256,1,3,60,2,1,1,1,0
T20120018300,2,3,40,2,2,1,1,0
T20120018258,1,3,60,2,2,1,1,0
T20120018260,1,2,70,2,0,1,1,1
T20120018378,3,2,50,5,0,1,1,1
T20120026734,1,3,50,1,0,1,1,1
T20120018366,2,2,70,5,0,1,1,1
T20120018370,2,3,70,5,2,1,1,1
T20120018835,1,3,60,5,3,1,1,1
T20120018334,1,3,50,2,1,1,1,0
T20120018355,1,2,60,1,5,1,1,1
T20120018398,5,3,60,5,0,1,1,1
T20120018381,3,2,90,1,1,1,1,1
T20120018374,2,2,70,5,2,1,1,0
T20120018372,3,3,60,1,1,1,1,1
T20120018360,1,3,50,5,0,1,1,1
T20120018459,1,3,60,1,3,1,1,1
T20120018353,1,2,60,1,1,1,1,1
T20120018351,1,3,60,2,2,1,1,1
T20120018328,1,3,60,5,1,1,1,1
T20120018324,2,3,60,2,1,1,1,1
T20120018350,1,2,60,1,0,1,1,0
T20120018346,1,3,60,1,2,1,1,1
T20130001168,4,3,60,2,0,1,0,1
T20120018323,5,3,110,5,4,1,1,1
T20120018369,1,2,50,2,0,1,1,1
T20120018342,1,3,60,1,2,1,1,1
T20120018320,3,3,60,2,4,1,1,1
T20120018382,1,3,0,5,1,1,1,1
T20120018424,3,3,60,1,1,1,1,0
T20120018392,2,2,80,2,0,1,1,0
T20120018963,1,2,50,2,0,1,1,1
T20120018405,2,2,90,5,0,1,1,1
T20120018419,1,3,60,4,3,1,1,0
T20120020447,1,3,80,5,0,1,1,1
T20120020767,1,3,60,2,1,1,1,1
T20120018403,1,2,100,1,0,1,1,1
T20120018421,1,2,60,1,0,1,1,1
T20120019674,1,3,60,1,1,1,0,1
T20120026169,1,3,100,5,0,1,1,1
T20120018737,1,3,50,2,0,1,1,0
T20120018457,1,3,50,2,1,1,0,0
T20120018760,3,3,50,1,0,1,1,0
T20120018452,2,2,100,5,0,1,1,1
T20120018404,1,3,50,2,1,1,1,1
T20120018441,3,2,50,5,0,1,1,0
T20120018396,1,3,60,2,1,1,1,0
T20120018439,5,3,100,5,5,1,1,1
T20120018437,3,3,80,2,3,1,1,1
T20120018429,3,3,60,5,2,1,1,1
T20120018413,1,2,60,1,1,1,1,0
T20120018512,1,2,50,2,1,1,1,0
T20120018515,3,3,50,5,3,1,0,0
T20120018518,5,3,100,5,0,1,1,1
T20120018523,2,3,80,1,1,1,1,1
T20120018524,1,2,60,5,2,1,1,1
T20120018526,5,3,100,5,0,1,1,1
T20120026195,1,3,50,1,1,1,1,0
T20120018465,2,2,100,5,0,1,1,0
T20120018464,1,3,100,5,0,1,0,0
T20120018527,5,3,100,1,3,1,1,1
T20120018449,2,3,70,2,2,1,1,1
T20120018533,3,2,50,2,2,1,1,0
T20120022412,1,3,60,5,0,1,1,0
T20120018531,1,3,100,5,0,1,1,0
T20120018461,1,3,80,5,2,1,1,1
T20120018844,1,2,50,5,1,1,1,1
T20120018463,1,3,60,5,0,1,1,0
T20150012347,0,3,60,5,0,1,1,0
T20120018467,1,2,100,5,2,1,1,1
T20120018456,1,2,100,5,3,1,1,0
T20120018535,3,2,50,2,0,1,1,0
T20120019009,2,3,50,2,1,1,1,0
T20120018458,1,2,40,4,9,1,1,0
T20130005067,1,3,60,2,1,1,1,1
T20120018817,1,3,60,5,3,1,1,0
T20120018643,1,3,60,2,4,1,0,0
T20130004931,1,3,60,4,1,1,1,1
T20120024579,2,3,60,1,2,1,1,1
T20120018476,2,3,80,5,1,1,1,1
T20120018487,1,3,60,1,1,1,1,0
T20120018454,1,3,80,2,1,1,0,0
T20120018488,1,3,60,5,4,1,1,0
T20120018490,1,3,80,5,0,1,1,0
T20120018491,1,2,80,2,2,1,0,0
T20120018493,1,3,60,5,2,1,0,0
T20120018494,1,3,100,1,0,1,1,0
T20120018495,1,3,60,2,0,1,1,1
T20120018498,2,2,70,2,1,1,1,1
T20120018500,1,3,50,5,1,1,1,1
T20120018501,1,2,60,2,1,1,1,1
T20120018503,1,3,70,1,1,1,1,1
T20120018504,1,2,80,1,1,1,1,1
T20120018568,1,3,80,2,1,1,1,1
T20120018505,3,2,70,1,1,1,1,1
T20120018555,2,2,60,5,1,1,1,1
T20120018470,1,3,50,1,1,1,1,0
T20120018507,1,3,50,2,1,1,1,0
T20120018509,3,3,60,5,0,1,1,1
T20120018529,1,2,70,5,1,1,1,0
T20120019092,3,3,70,2,1,1,1,1
T20120018547,1,3,60,2,1,1,1,1
T20120018546,1,2,80,5,0,1,1,1
T20120019303,1,3,60,1,0,1,1,0
T20120018544,1,3,100,5,4,1,1,0
T20120018543,1,2,60,5,1,1,1,1
T20120018594,3,3,50,5,1,1,1,0
T20120018928,3,2,60,2,1,1,1,1
T20120018602,3,3,60,1,0,1,0,0
T20120018606,1,3,60,5,1,1,1,1
T20120018618,1,3,80,5,1,1,0,0
T20120018573,1,3,60,5,3,1,1,1
T20120018589,1,3,60,5,2,1,1,0
T20120023341,5,3,100,5,0,1,1,0
T20120018586,2,3,60,2,1,1,0,0
T20120018585,1,2,100,5,0,1,1,0
T20120018583,2,2,60,1,1,1,1,0
T20120018582,2,3,60,2,2,1,1,1
T20120021934,4,3,60,5,0,1,1,1
T20120018536,1,3,100,5,1,1,1,1
T20120018537,2,2,70,3,1,1,1,1
T20120019120,1,3,60,5,1,1,1,1
T20120018581,2,3,60,2,2,1,1,1
T20120018580,1,3,60,2,1,1,1,1
T20120018574,1,3,60,5,2,1,1,0
T20130004050,1,3,100,5,2,1,1,1
T20120018571,1,3,50,1,1,1,1,0
T20120018534,1,3,70,2,1,1,1,1
T20120018683,3,3,60,5,0,1,1,1
T20120022631,0,3,60,1,1,1,1,1
T20120020457,1,3,80,2,3,1,1,0
T20120018563,1,2,60,5,0,1,1,0
T20120018561,1,2,50,1,1,1,1,1
T20120018530,1,3,70,2,3,1,1,1
T20120018557,1,2,50,1,0,1,0,0
T20120018556,1,2,60,2,1,1,1,1
T20120018655,3,2,50,3,1,1,1,1
T20120018554,1,3,80,5,2,1,1,1
T20120018663,1,2,50,5,4,1,1,1
T20120018662,1,2,50,5,1,1,1,1
T20120018615,1,2,100,5,3,1,1,1
T20120021559,1,3,40,2,1,1,1,0
T20120018660,1,2,50,2,2,1,1,1
T20120020535,1,3,60,1,0,1,1,1
T20120018648,2,3,50,5,2,1,1,1
T20120018644,1,3,80,2,1,1,1,1
T20120018638,1,2,100,5,0,1,1,1
T20120018632,1,3,60,3,0,1,1,0
T20120019224,1,2,40,2,2,1,1,1
T20120023501,1,3,80,5,1,1,1,1
T20120018798,3,3,70,1,0,1,1,1
T20120018628,1,3,60,2,1,1,1,0
T20120018622,1,3,100,5,0,1,1,1
T20120018982,1,3,50,1,1,1,1,0
T20120018890,1,2,60,1,1,1,1,0
T20120026587,1,3,60,3,2,1,1,1
T20120018840,1,3,80,5,1,1,0,0
T20120018675,3,2,60,5,1,1,1,0
T20120018676,3,3,50,1,2,1,1,0
T20120018677,1,3,80,5,2,1,1,1
T20120018670,3,3,80,1,2,1,1,1
T20120018678,3,3,60,2,0,1,1,0
T20120018624,1,3,70,2,1,1,1,1
T20120018679,3,3,60,1,1,1,1,0
T20120018682,1,1,80,1,1,1,1,0
T20120019127,1,3,60,2,1,1,1,0
T20120018724,1,3,100,5,2,1,1,0
T20120018664,1,3,60,2,1,1,1,0
T20120018735,1,3,60,5,2,1,1,0
T20120018691,5,2,90,5,1,1,1,0
T20120018694,3,3,60,1,2,1,1,0
T20120020407,2,3,60,5,1,1,1,0
T20120018604,2,2,80,2,3,1,1,1
T20120018700,1,3,40,5,1,1,1,1
T20120018701,1,3,50,5,6,1,1,1
T20120018674,1,3,100,5,0,1,1,1
T20120018668,1,3,60,5,1,1,1,0
T20120018709,0,3,60,5,1,1,1,0
T20120018619,1,3,80,2,2,1,1,1
T20120018666,5,3,60,2,3,1,1,0
T20120018613,1,3,110,5,1,1,1,1
T20120018612,1,3,100,5,0,1,1,1
T20120018611,1,3,60,1,2,1,1,1
T20120018769,3,2,80,4,1,1,1,1
T20120019644,1,2,60,5,2,1,1,0
T20120018882,5,3,100,5,0,1,1,0
T20120018688,5,2,100,5,0,1,1,0
T20120018690,3,2,70,5,0,1,1,1
T20120018696,1,2,70,5,1,1,1,1
T20120018706,1,3,60,2,3,1,1,1
T20120018713,1,2,100,5,0,1,1,1
T20120021771,1,2,70,5,2,1,1,1
T20120018717,1,3,60,1,2,1,1,1
T20120018720,1,3,60,2,0,1,1,1
T20120018726,1,3,50,1,1,1,1,1
T20120018727,0,3,60,1,2,1,1,1
T20120018732,1,3,80,5,1,1,1,1
T20120018697,2,3,80,2,1,1,1,0
T20120018738,1,3,70,5,2,1,1,1
T20120018739,1,3,100,5,1,1,1,0
T20120018740,1,3,60,2,1,1,1,1
T20120018744,1,3,70,5,2,1,1,0
T20120018745,1,2,80,1,1,1,1,0
T20120018746,1,2,60,5,0,1,1,1
T20120018996,1,3,50,2,1,1,1,1
T20120018747,1,3,60,1,0,1,1,1
T20120018748,3,3,80,1,1,1,1,1
T20120021193,1,3,100,5,0,1,1,1
T20120018751,1,3,60,2,1,1,1,1
T20120018752,2,3,60,1,1,1,1,0
T20120018775,3,2,70,4,1,1,1,1
T20120018781,1,3,60,1,2,1,1,1
T20120018770,5,2,100,5,0,1,1,1
T20120019359,1,3,50,5,1,1,1,1
T20120018774,5,1,100,5,1,1,1,1
T20120018791,3,2,60,2,0,1,1,0
T20120018734,1,3,70,5,2,1,1,1
T20120020284,2,3,80,5,2,1,1,1
T20120018849,3,2,50,5,0,1,1,0
T20120019034,1,3,60,2,0,1,1,0
T20120018892,3,3,60,1,0,1,1,1
T20120018829,1,3,80,2,1,1,1,0
T20120018828,1,2,60,5,1,1,1,1
T20120018868,3,2,50,2,0,1,1,0
T20120018865,3,3,70,5,0,1,1,1
T20120018839,1,3,60,2,2,1,1,0
T20120018805,1,2,80,2,1,1,0,0
T20120018862,1,3,60,5,2,1,1,1
T20120018808,1,2,50,5,0,1,0,0
T20120020675,1,3,80,5,1,1,1,0
T20120018897,3,2,50,5,0,1,1,0
T20120018822,1,2,70,1,1,1,1,1
T20120018812,1,2,50,1,2,1,1,1
T20120018821,1,3,50,1,2,1,1,1
T20120018860,3,3,60,1,7,1,1,1
T20120018786,1,3,60,5,0,1,1,0
T20120018843,3,3,70,2,1,1,1,1
T20120018818,1,3,60,4,1,1,1,0
T20120018859,3,3,60,1,1,1,1,1
T20120018858,3,3,50,1,1,1,1,1
T20120018793,1,3,50,2,1,1,1,1
T20120021745,3,2,50,1,0,1,0,0
T20120018857,5,3,100,2,2,1,1,1
T20120018816,1,3,50,5,1,1,1,0
T20130001439,1,3,50,5,2,1,1,1
T20120023144,1,3,80,5,1,1,1,0
T20120018794,1,3,100,5,2,1,1,1
T20120018855,3,2,80,2,2,1,1,0
T20120018853,0,3,100,2,1,1,1,1
T20120019085,5,3,60,5,1,1,1,1
T20120018850,3,2,80,5,2,1,1,1
T20120018795,1,3,80,5,1,1,1,0
T20120019755,2,3,50,5,1,1,1,0
T20120018842,1,2,80,1,5,1,1,1
T20120018796,1,3,100,5,1,1,1,1
T20120018838,1,3,100,5,4,1,0,0
T20120023306,3,2,100,5,0,1,1,0
T20120028288,1,3,50,2,1,1,1,1
T20120019155,1,3,50,1,1,1,1,1
T20120018993,5,2,80,5,0,1,0,0
T20120018893,1,3,100,5,0,1,1,1
T20120019144,1,2,60,1,1,1,1,1
T20120018884,1,2,60,5,1,1,1,1
T20120018895,1,3,60,5,0,1,1,1
T20120018866,3,2,80,2,0,1,1,1
T20120018898,1,3,60,2,3,1,1,0
T20120018899,1,2,70,1,1,1,1,1
T20120018902,1,3,80,5,3,1,1,1
T20120018904,1,3,60,2,1,1,1,1
T20120018905,1,3,100,5,0,1,1,1
T20120018906,1,2,60,2,0,1,1,1
T20120018910,1,2,50,5,2,1,1,1
T20120018912,1,3,60,2,1,1,1,0
T20120018915,1,2,100,5,0,1,1,0
T20120018917,1,3,60,2,1,1,1,1
T20120018867,0,3,80,5,0,1,1,0
T20120018920,1,1,100,5,0,1,1,0
T20120023975,2,3,60,5,3,1,1,0
T20120018931,3,3,60,2,1,1,1,1
T20120018933,5,2,60,5,0,1,1,0
T20120018937,5,2,100,5,0,1,1,1
T20120018942,5,1,100,5,0,1,1,1
T20120018876,3,2,80,5,0,1,1,1
T20120018877,3,1,70,2,0,1,1,1
T20130016861,3,3,60,2,1,1,1,1
T20130006829,1,3,60,2,1,1,1,0
T20120018878,3,2,60,5,0,1,1,1
T20120020347,1,3,100,5,1,1,1,1
T20120018883,1,2,100,1,1,1,0,0
T20120019018,1,3,100,5,0,1,1,1
T20120018886,1,3,80,4,1,1,1,1
T20120018887,1,3,50,1,3,1,1,1
T20120019538,1,3,60,2,3,1,1,1
T20120018889,1,3,40,5,1,1,1,1
T20120025147,4,3,60,2,0,1,1,1
T20120018945,3,2,60,2,4,1,1,0
T20120019013,2,3,90,5,0,1,1,0
T20120018948,3,2,50,5,3,1,1,0
T20120019006,1,3,100,5,0,1,1,0
T20120018947,3,2,60,2,0,1,1,0
T20120021149,1,3,80,2,1,1,1,1
T20120019687,1,3,80,5,0,1,1,0
T20120018974,1,3,50,5,1,1,1,1
T20120018975,1,2,100,5,1,1,1,1
T20120018976,1,3,60,5,1,1,0,0
T20120018980,1,3,70,2,3,1,1,1
T20120018939,3,3,40,1,1,1,1,0
T20120018986,1,2,80,1,2,1,0,0
T20120018988,5,2,80,2,0,1,1,0
T20120018989,3,3,50,1,2,1,1,0
T20120018991,1,2,60,2,1,1,1,0
T20120018997,3,2,80,5,0,1,1,1
T20120018994,3,3,50,1,5,1,1,1
T20120018955,1,2,60,1,1,1,1,1
T20120018954,1,3,60,1,0,1,1,1
T20120018953,1,3,90,5,0,1,1,1
T20120018951,2,3,60,5,0,1,1,0
T20120019158,4,3,100,5,0,1,1,0
T20120018950,3,2,60,2,0,1,1,0
T20120020111,1,3,70,5,1,1,1,1
T20120020944,0,3,60,2,1,1,1,1
T20120019103,1,2,80,1,2,1,1,1
T20120019025,1,3,100,5,0,1,1,0
T20130011694,1,3,80,2,2,1,1,1
T20120019048,3,2,50,1,1,1,1,1
T20120019049,3,3,60,2,2,1,0,0
T20120019050,5,1,100,5,0,1,1,1
T20120019052,5,3,100,5,0,1,1,1
T20120019041,1,2,90,2,1,1,1,1
T20120019024,1,3,80,2,0,1,1,0
T20120019023,1,3,80,2,3,1,1,1
T20120019054,3,3,50,2,1,1,1,1
T20130002446,1,3,100,5,0,1,1,0
T20120019020,1,2,100,5,3,1,1,1
T20120019014,1,3,60,1,2,1,1,0
T20120019011,1,3,60,2,1,1,1,1
T20120019010,1,2,100,5,0,1,1,1
T20120019002,1,3,60,1,0,1,0,0
T20120019258,1,3,100,5,0,1,1,0
T20120019001,1,2,60,1,0,1,1,1
T20120019257,2,3,100,5,1,1,1,1
T20120019028,1,3,60,5,1,1,1,1
T20120019672,0,3,60,1,1,1,1,1
T20120019039,1,3,40,5,1,1,1,0
T20120019040,1,1,100,5,0,1,1,1
T20120019042,3,3,80,5,2,1,1,1
T20120019043,1,3,60,5,1,1,1,1
T20120019044,1,3,60,5,1,1,1,1
T20120019067,1,3,40,5,1,1,1,1
T20120019633,1,2,80,1,1,1,1,1
T20120019071,1,3,100,5,0,1,1,1
T20120019072,1,3,80,5,1,1,1,1
T20120019078,2,3,60,2,2,1,1,1
T20120019247,1,3,60,5,1,1,1,0
T20120019080,1,2,60,1,0,1,1,1
T20120019083,1,3,50,5,1,1,1,0
T20120019106,1,3,80,1,2,1,1,1
T20120019107,1,3,60,1,1,1,1,0
T20120019108,1,3,60,1,0,1,1,0
T20120019079,1,2,50,5,1,1,0,0
T20120020300,2,3,60,2,1,1,1,0
T20120019114,1,3,80,5,1,1,1,1
T20120019115,1,3,60,5,1,1,1,1
T20120019117,3,3,60,2,4,1,1,1
T20120019989,1,3,50,5,0,1,1,1
T20120019119,1,2,80,5,1,1,1,1
T20120019122,3,3,60,4,1,1,1,1
T20120019081,1,2,100,5,1,1,1,1
T20120019382,1,2,110,5,0,1,1,0
T20120019124,1,3,60,2,2,1,1,1
T20120019126,1,3,60,2,0,1,1,0
T20120019112,1,3,60,2,1,1,1,1
T20120019129,5,2,80,5,0,1,1,1
T20120019086,1,3,60,1,0,1,1,1
T20120019131,3,3,50,2,1,1,1,1
T20120019100,1,3,60,2,2,1,1,1
T20120019110,1,3,60,1,1,1,1,1
T20120019101,1,3,60,2,1,1,1,1
T20120019139,1,3,80,1,1,1,1,1
T20120019056,3,3,100,5,1,1,1,1
T20120021887,1,2,60,1,1,1,1,1
T20120019143,5,3,100,5,0,1,1,1
T20120019128,1,3,60,2,1,1,1,1
T20120019200,1,3,40,5,0,1,1,0
T20120019207,3,3,60,1,1,1,1,0
T20120019208,3,3,80,1,1,1,1,1
T20120019270,1,3,60,2,1,1,1,1
T20120019210,3,3,50,5,1,1,1,1
T20120019363,1,3,60,2,1,1,1,0
T20120028376,1,3,80,5,1,1,1,1
T20120019342,4,3,50,2,1,1,1,1
T20120019283,1,3,60,2,0,1,1,1
T20120019133,3,2,80,2,0,1,1,0
T20120019145,1,3,60,5,3,1,0,0
T20120022772,1,3,60,5,2,1,0,0
T20120019198,3,2,60,2,1,1,1,0
T20120019157,1,3,50,2,0,1,1,0
T20120019160,2,3,60,2,1,1,0,0
T20120019164,1,3,100,5,1,1,1,1
T20120019168,1,2,50,5,0,1,1,0
T20120019171,1,3,100,5,0,1,1,0
T20120019172,1,3,100,5,0,1,1,1
T20120019173,1,2,70,1,0,1,1,0
T20120019179,1,3,60,1,1,1,1,0
T20120019183,1,3,80,1,1,1,1,0
T20120019184,2,3,80,2,0,1,1,0
T20120019186,1,3,60,5,1,1,1,1
T20120019187,1,3,50,2,1,1,1,1
T20120019746,3,3,80,2,1,1,1,1
T20120019188,1,2,60,2,1,1,1,1
T20120019194,1,2,50,2,2,1,1,1
T20130013124,1,3,100,2,1,1,1,1
T20120019319,1,3,60,5,1,1,1,1
T20120020525,2,3,40,2,1,1,1,1
T20120019256,1,2,60,5,1,1,1,1
T20120019323,1,2,50,5,0,1,1,0
T20120019340,1,3,60,1,1,1,1,1
T20120019329,3,3,60,5,1,1,1,1
T20120022301,3,3,60,2,2,1,1,1
T20120019215,3,2,70,2,1,1,1,0
T20120022336,1,3,70,2,1,1,1,1
T20120019444,3,3,60,2,2,1,1,1
T20120019261,1,2,50,1,1,1,1,0
T20120019263,1,3,100,5,2,1,0,0
T20120019264,1,3,100,5,0,1,1,1
T20120019266,1,2,100,5,0,1,1,0
T20120019267,2,3,50,5,4,1,1,0
T20120019251,1,3,60,2,2,1,1,1
T20120019217,1,3,60,1,0,1,1,1
T20120019353,1,3,80,5,3,1,1,1
T20120019289,1,2,100,5,0,1,1,1
T20120019285,3,3,50,2,0,1,1,1
T20120019745,5,3,100,1,0,1,1,1
T20120019292,1,2,60,1,2,1,1,1
T20120019284,3,3,60,2,1,1,0,0
T20120019281,3,3,50,1,1,1,1,1
T20120019278,5,2,100,5,0,1,1,1
T20120019653,5,3,90,5,0,1,1,1
T20120019293,1,3,70,1,1,1,1,1
T20120019275,4,3,50,1,1,1,0,1
T20120019272,1,3,60,2,0,1,1,0
T20120019399,1,3,80,5,4,1,1,0
T20120021398,1,3,40,1,0,1,0,0
T20120019229,5,1,100,2,0,1,0,0
T20120019227,2,1,100,5,0,1,1,0
T20130006743,1,3,50,1,1,1,1,0
T20120019599,1,3,100,5,0,1,1,0
T20120019246,1,3,60,1,4,1,1,1
T20120019244,1,3,70,1,1,1,1,0
T20120019250,1,2,100,5,0,1,1,1
T20120019239,1,1,100,5,3,1,1,1
T20120019238,1,3,100,5,0,1,1,0
T20120019400,1,3,50,5,2,1,1,1
T20120019221,1,3,50,2,1,1,1,1
T20120019233,1,2,60,2,1,1,1,1
T20120022934,1,3,50,5,1,1,1,1
T20120024178,1,3,60,5,1,1,1,1
T20130013786,2,3,80,5,0,1,1,1
T20120019433,3,3,60,1,1,1,1,1
T20120019304,2,3,100,5,0,1,0,0
T20120019295,5,2,110,5,0,1,1,0
T20120019296,1,3,50,1,1,1,1,1
T20120019314,3,2,60,1,1,1,1,1
T20120019279,3,2,60,2,1,1,1,0
T20120019377,5,3,80,5,2,1,1,0
T20120019380,3,3,60,1,1,1,1,1
T20120019381,3,2,70,1,2,1,1,0
T20120019383,3,2,60,2,4,1,1,1
T20120019384,3,3,80,1,0,1,1,0
T20120019385,3,2,60,5,0,1,1,1
T20120019317,1,3,50,2,1,1,0,0
T20120019332,1,2,60,2,1,1,1,0
T20120019334,1,3,60,1,1,1,1,0
T20120019338,1,2,100,5,0,1,1,0
T20120019847,2,3,70,4,1,1,1,1
T20120024482,1,3,60,1,1,1,1,1
T20120022177,1,2,50,5,1,1,1,1
T20120019341,1,3,50,2,1,1,0,0
T20120020163,3,2,60,1,0,1,0,0
T20120019364,1,3,100,2,5,1,1,1
T20120019466,1,2,100,5,0,1,1,1
T20120019954,3,3,50,5,2,1,1,1
T20120020749,2,2,60,2,0,1,1,1
T20120019508,1,3,40,5,2,1,1,1
T20120019331,1,2,50,1,1,1,1,1
T20120019365,1,3,60,5,2,1,1,1
T20120019366,1,3,100,5,2,1,1,1
T20120019369,3,3,150,2,1,1,1,1
T20120019370,3,2,60,2,0,1,1,1
T20120019300,1,2,80,5,1,1,1,1
T20120019343,1,3,80,5,3,1,1,1
T20120019344,1,3,40,1,0,1,1,1
T20120019347,1,3,80,5,4,1,1,1
T20120019360,3,3,50,5,2,1,1,0
T20120019362,3,2,60,5,1,1,1,0
T20120019301,1,3,80,1,2,1,1,1
T20120019321,1,3,60,2,2,1,1,0
T20120019517,5,3,100,2,0,1,1,0
T20120019306,0,3,60,5,1,1,1,0
T20120019307,1,2,50,5,0,1,1,0
T20120019326,4,2,60,1,3,1,1,1
T20120019308,1,3,70,4,4,1,1,1
T20120019310,1,3,70,1,0,1,1,1
T20120019373,1,3,100,5,0,1,1,1
T20120019374,3,3,60,2,0,1,1,1
T20120019315,1,2,70,2,0,1,1,1
T20120019286,3,3,70,2,0,1,1,1
T20120019376,2,2,50,5,2,1,1,1
T20120022667,1,3,60,5,1,1,1,1
T20120019316,1,2,60,1,0,1,1,1
T20120022727,1,2,60,5,0,1,1,0
T20120019423,1,2,100,5,0,1,1,0
T20120019468,3,3,50,5,2,1,0,0
T20120019391,3,3,80,5,0,1,1,1
T20120019428,1,2,50,2,1,1,1,0
T20120019670,3,3,70,2,1,1,1,0
T20120019826,3,3,60,5,1,1,1,0
T20120019426,1,3,60,2,0,1,0,0
T20120019830,2,3,60,1,1,1,1,0
T20120019424,1,3,60,5,0,1,1,1
T20120019422,1,2,100,5,0,1,1,1
T20120021268,1,2,50,2,1,1,1,1
T20120019730,3,3,50,1,1,1,1,1
T20120019420,1,2,60,1,0,1,1,1
T20120019442,3,3,70,2,1,1,1,1
T20120022466,1,3,50,2,1,1,0,0
T20120019392,3,3,60,1,1,1,1,0
T20120019419,1,2,50,5,1,1,1,1
T20120019416,1,3,60,4,3,1,1,0
T20120019390,4,3,50,5,1,1,1,0
T20120019447,1,3,60,2,0,1,1,0
T20120023480,5,3,50,5,0,1,0,0
T20120019413,1,3,70,2,3,1,1,1
T20120023808,2,3,60,1,2,1,1,1
T20120019407,0,3,100,5,2,1,1,1
T20120019406,1,2,50,2,1,1,1,1
T20120019521,2,3,40,1,2,1,1,1
T20120019522,2,3,50,2,1,1,1,1
T20120019464,3,2,40,2,0,1,1,0
T20120019440,1,3,60,2,1,1,1,1
T20120020358,1,3,50,5,0,1,1,0
T20120019531,3,2,60,2,3,1,1,1
T20120019455,3,2,80,5,0,1,1,1
T20120019393,3,3,50,1,2,1,1,1
T20120019461,3,3,60,5,1,1,1,1
T20130004505,3,3,100,5,0,1,1,0
T20120019458,5,3,90,5,0,1,1,1
T20120019459,1,3,80,5,0,1,1,1
T20120019437,1,1,50,2,0,1,0,0
T20120019823,1,3,90,4,0,1,1,1
T20120019443,3,3,60,1,2,1,1,0
T20120019506,1,3,60,5,3,1,1,0
T20120019507,1,2,60,5,3,1,1,1
T20120019510,1,3,50,5,0,1,1,1
T20120019505,1,2,40,5,0,1,1,1
T20120021279,3,2,60,2,0,1,0,0
T20120019631,1,3,100,5,0,1,1,1
T20120019513,1,1,110,5,1,1,1,1
T20120023481,4,3,50,5,1,1,1,1
T20120019514,1,3,60,2,1,1,1,1
T20120019515,1,2,60,1,2,1,1,0
T20120019518,1,2,100,5,0,1,1,0
T20120019520,1,3,70,1,2,1,1,0
T20120019527,1,3,60,2,1,1,0,0
T20120019528,2,3,60,1,2,1,1,1
T20120019534,2,2,60,1,7,1,1,1
T20120019536,1,2,70,5,0,1,1,0
T20120019537,1,3,100,5,2,1,1,1
T20120019539,1,3,60,2,2,1,1,1
T20120019540,5,2,60,5,0,1,1,1
T20120019541,1,2,60,5,0,1,1,1
T20120019649,1,3,80,5,0,1,1,1
T20120019566,1,1,100,5,3,1,1,1
T20120019677,1,2,60,2,2,1,1,0
T20120019463,3,3,60,5,3,1,0,0
T20120019472,3,3,60,2,3,1,1,1
T20120019473,5,2,100,5,0,1,1,0
T20120019474,5,2,50,5,0,1,1,0
T20120019475,5,2,50,5,2,1,1,1
T20120019477,3,2,50,5,0,1,1,0
T20120019480,3,2,60,5,0,1,1,0
T20120019482,3,1,50,5,0,1,1,1
T20120019483,3,3,50,2,0,1,1,1
T20120019486,1,3,80,1,0,1,1,1
T20120019487,2,3,100,5,0,1,1,1
T20120019491,1,2,60,1,2,1,0,0
T20120019493,1,2,50,2,0,1,1,1
T20120019495,1,3,50,2,0,1,1,0
T20130012620,1,3,60,1,3,1,1,1
T20120019497,1,3,80,1,0,1,0,0
T20120019498,1,3,40,5,0,1,1,1
T20120019499,1,3,100,1,1,1,1,0
T20120019502,1,3,80,1,0,1,0,1
T20120019504,1,2,70,5,6,1,1,1
T20120019616,1,3,60,5,1,1,1,1
T20120019850,1,3,80,1,1,1,1,1
T20120019662,1,3,50,5,1,1,0,0
