ACCIDENT_NO,SEVERITY,SPEED_ZONE,ROAD_GEOMETRY,NO_PERSONS_NOT_INJ,LICENCE_STATE,SEATING_POSITION,HELMET_BELT_WORN,TAKEN_HOSPITAL,MEDIAN_AGE_GROUP,DAY_OF_WEEK,NO_OF_VEHICLES,NO_PERSONS,AGG_LIGH_SURF_ATMOS_COND,VEHICLE_YEAR_MANUF,VEHICLE_FUEL_TYPE,VEHICLES_TARE_WEIGHT,AGG_ROAD_SURFACE_TYPE,CAUGHT_FIRE,HIGHEST_LEVEL_OF_DAMAGE
T20120009883,SERIOUS,60,2,1,1,2,0,0.0,Under 16,5,1,2,1.33,1993,P,1150.0,1,2,3
T20120009884,OTHER,40,1,1,1,2,0,0.0,40-64,5,2,2,1.67,1999,P,572.0,1,2,1
T20120009886,SERIOUS,60,5,0,1,1,1,1.0,40-64,5,2,1,2.0,1987,D,4160.0,3,2,2
T20120009887,SERIOUS,60,5,2,1,2,1,1.0,40-64,5,2,3,2.0,2001,P,1203.0,1,2,4
T20120009890,OTHER,80,5,1,1,2,1,1.0,17-25,4,2,3,1.33,1994,P,1343.0,1,2,1
T20120009891,FATAL,60,5,2,1,2,1,0.0,40-64,5,3,3,2.33,1997,P,1300.0,1,2,1
T20120009892,OTHER,80,2,1,1,2,1,1.0,17-25,3,3,3,1.0,1998,D,1645.0,1,2,2
T20120009901,SERIOUS,50,2,2,1,2,0,1.0,40-64,4,2,3,1.33,2002,P,1421.0,1,2,1
T20120009902,OTHER,50,5,1,1,1,1,0.0,40-64,6,2,2,1.0,1999,P,1375.0,1,2,1
T20120009903,OTHER,60,5,0,1,2,1,1.0,40-64,1,1,1,0.67,2008,P,0.0,1,2,0
T20120009904,OTHER,80,5,1,1,2,0,0.0,40-64,3,2,2,1.67,1984,D,1593.0,1,2,2
T20120009905,OTHER,100,2,0,1,1,1,0.0,Under 16,1,1,1,2.67,1993,P,1150.0,3,2,4
T20120009907,OTHER,100,5,1,1,2,0,1.0,40-64,6,2,2,1.0,1995,P,1259.0,1,2,1
T20120009909,OTHER,60,2,1,1,2,0,1.0,17-25,5,2,3,2.67,2007,P,1525.0,1,2,4
T20120009910,OTHER,60,2,1,1,1,1,1.0,17-25,6,3,3,1.33,2001,P,1296.0,1,2,3
T20120009913,OTHER,60,1,1,1,2,0,0.0,17-25,6,2,2,1.0,1999,P,1397.0,1,2,5
T20120009916,OTHER,60,5,1,1,2,0,0.0,26-39,6,1,2,0.67,2001,P,850.0,1,2,0
T20120009917,OTHER,50,2,1,1,1,1,1.0,65+,4,2,3,0.67,1995,P,1306.0,1,2,1
T20120009920,OTHER,80,1,1,1,1,1,0.0,40-64,6,2,2,0.67,1981,D,5425.0,1,2,1
T20120009926,OTHER,50,5,3,1,2,0,1.0,40-64,7,2,4,1.0,1983,D,1655.0,1,2,1
T20120009933,OTHER,60,1,2,1,1,1,1.0,Under 16,6,2,3,1.0,1990,P,1195.0,1,2,3
T20120009934,OTHER,50,2,3,1,1,1,1.0,Under 16,6,2,4,2.0,1997,M,1520.0,1,2,2
T20120009937,SERIOUS,60,2,1,1,2,1,1.0,26-39,5,2,3,0.67,2004,P,1471.0,1,2,1
T20120009938,OTHER,70,1,2,1,2,0,0.0,17-25,6,2,3,2.0,2003,P,1125.0,1,2,0
T20120009939,OTHER,60,1,2,1,2,1,0.0,17-25,6,2,3,1.0,1995,M,1422.0,1,2,1
T20120009940,SERIOUS,100,5,0,1,2,0,1.0,17-25,3,1,1,2.33,1993,P,1300.0,1,2,5
T20120009941,OTHER,70,1,1,1,2,0,0.0,17-25,3,2,2,3.0,2002,P,1630.0,1,2,1
T20120009943,SERIOUS,110,5,1,1,2,1,1.0,17-25,6,1,2,1.33,2010,P,1621.0,1,2,5
T20120009944,OTHER,60,1,1,1,2,1,1.0,40-64,6,2,2,1.0,1993,D,2022.0,1,2,1
T20120009945,SERIOUS,80,5,0,1,1,1,0.0,40-64,6,1,1,1.67,2007,P,1686.0,1,2,5
T20120009946,FATAL,60,5,1,1,2,1,0.0,26-39,6,1,2,1.33,1999,P,1100.0,1,2,2
T20120009948,OTHER,50,1,1,1,2,1,0.0,26-39,6,2,2,1.0,2002,P,1358.0,1,2,3
T20120009951,OTHER,60,2,3,1,2,1,1.0,40-64,6,3,4,1.0,1993,P,1200.0,1,2,1
T20120009953,OTHER,100,5,1,1,2,1,1.0,65+,6,2,2,1.0,2002,G,1397.0,1,2,0
T20120009954,SERIOUS,70,5,2,1,1,1,1.0,Under 16,6,2,3,1.0,2002,P,1117.0,1,2,4
T20120009955,SERIOUS,100,2,0,1,2,1,0.0,40-64,6,1,3,0.67,2004,P,1500.0,1,2,3
T20120009956,OTHER,60,5,1,1,2,1,1.0,40-64,6,2,2,1.67,1995,P,1150.0,1,2,0
T20120009957,SERIOUS,80,4,1,1,2,0,0.0,17-25,4,2,4,2.0,1991,P,1275.0,1,2,4
T20120009960,OTHER,10,5,0,1,1,1,0.0,65+,3,1,1,0.67,2006,P,1708.0,3,2,0
T20120009961,SERIOUS,70,5,1,1,2,1,1.0,40-64,6,2,2,1.0,1996,P,1213.0,1,2,1
T20120009962,OTHER,60,2,1,1,2,1,1.0,26-39,6,2,2,1.0,2002,D,2850.0,1,2,0
T20120009964,SERIOUS,100,5,0,1,2,1,1.0,26-39,6,1,2,2.33,2000,P,1750.0,1,2,5
T20120009965,SERIOUS,50,2,1,1,2,1,1.0,40-64,6,2,2,2.0,2006,M,1165.0,1,2,0
T20120009966,OTHER,100,5,1,1,2,1,0.0,65+,6,2,3,1.0,2001,D,5000.0,1,2,0
T20120009967,SERIOUS,50,2,1,1,2,1,0.0,26-39,6,2,4,1.67,2003,P,1197.0,1,2,4
T20120009970,OTHER,50,1,2,1,2,1,0.0,40-64,6,2,3,2.0,2003,G,1995.0,1,2,1
T20120009976,SERIOUS,60,2,0,1,2,1,0.0,40-64,6,1,1,1.33,1991,P,1300.0,1,2,3
T20120009980,OTHER,60,5,1,1,2,0,0.0,40-64,6,2,2,1.67,1981,P,1410.0,1,2,1
T20120009983,SERIOUS,110,5,0,1,2,1,1.0,17-25,6,1,2,1.33,1999,P,1551.0,1,2,5
T20120009984,OTHER,60,1,0,1,2,1,0.0,17-25,7,2,2,1.67,1980,M,1330.0,1,2,3
T20120009985,OTHER,60,5,1,1,1,1,1.0,Under 16,6,2,2,2.33,1997,P,1388.0,1,2,2
T20120009988,SERIOUS,100,5,0,1,2,1,1.0,40-64,7,1,1,2.33,2002,P,1500.0,1,2,5
T20120009996,OTHER,60,2,2,1,2,1,0.0,26-39,7,2,3,1.0,1998,P,1527.0,1,2,1
T20120009997,OTHER,60,1,1,1,1,0,1.0,Under 16,7,2,2,1.0,1994,P,1175.0,1,2,1
T20120009999,OTHER,100,5,0,1,2,1,1.0,40-64,7,1,1,1.33,2011,P,1055.0,3,2,1
T20120010000,OTHER,70,5,2,1,1,1,1.0,26-39,6,1,3,1.33,1993,P,1150.0,1,2,2
T20120010001,OTHER,60,2,0,1,1,1,1.0,Under 16,7,2,2,1.67,1996,P,1627.0,1,2,3
T20120010002,OTHER,60,5,2,1,2,1,0.0,17-25,6,3,3,0.67,1995,P,1494.0,1,2,1
T20120010006,OTHER,80,4,2,1,2,1,1.0,65+,7,2,3,1.0,1997,P,1400.0,1,2,3
T20120010007,OTHER,60,5,5,1,2,1,1.0,40-64,7,4,7,1.0,1992,D,1520.0,1,2,1
T20120010010,OTHER,50,5,3,1,2,1,1.0,40-64,7,3,4,1.0,1999,P,1291.0,1,2,1
T20120010012,OTHER,60,1,1,1,2,1,0.0,40-64,7,2,4,1.0,2005,G,1610.0,1,2,3
T20120010014,OTHER,60,1,1,1,2,1,1.0,40-64,7,2,3,1.0,1994,P,935.0,1,2,4
T20120010015,OTHER,100,5,0,1,2,1,1.0,26-39,7,1,1,1.0,2010,D,2065.0,1,2,4
T20120010016,SERIOUS,60,2,2,1,2,1,0.0,40-64,7,2,3,1.0,1994,P,1350.0,1,2,1
T20120010022,OTHER,50,1,0,1,2,0,1.0,17-25,7,2,1,1.0,1991,P,1297.0,1,2,2
T20120010025,SERIOUS,60,4,1,1,2,1,0.0,17-25,7,2,2,0.67,1997,P,1395.0,1,2,2
T20120010026,SERIOUS,80,2,0,1,2,1,1.0,26-39,6,2,4,2.33,1997,D,1552.0,1,2,5
T20120010027,OTHER,50,5,0,1,2,1,1.0,40-64,7,1,1,1.0,2011,P,1752.0,1,2,1
T20120010028,OTHER,10,5,2,1,1,1,0.0,Under 16,7,3,3,1.0,2002,P,1523.0,1,2,1
T20120010029,OTHER,50,5,2,1,2,1,1.0,40-64,6,2,3,1.33,2000,D,1572.0,1,2,1
T20120010031,OTHER,100,5,0,1,1,0,0.0,65+,7,1,1,1.0,2008,P,1830.0,3,2,1
T20120010032,OTHER,80,1,2,1,2,0,1.0,65+,7,2,5,1.33,1990,M,1950.0,1,2,2
T20120010035,OTHER,50,5,1,1,2,1,1.0,40-64,7,1,2,1.0,2003,P,1400.0,1,2,4
T20120010036,OTHER,60,1,3,1,2,0,0.0,17-25,7,2,4,2.0,1995,P,1337.0,1,2,1
T20120010037,SERIOUS,70,2,2,1,2,0,1.0,40-64,7,2,3,1.67,2007,M,1232.0,1,2,2
T20120010043,SERIOUS,100,5,0,1,1,1,1.0,40-64,7,1,1,2.67,1998,M,1350.0,1,2,5
T20120010046,SERIOUS,70,2,1,1,2,0,0.0,40-64,7,1,2,1.67,2008,P,1240.0,1,2,1
T20120010047,OTHER,60,1,0,1,2,0,1.0,40-64,7,1,1,1.67,2004,P,1500.0,1,2,3
T20120010049,SERIOUS,60,2,1,1,1,1,1.0,Under 16,1,1,2,1.67,1995,P,1350.0,1,2,5
T20120010054,SERIOUS,60,1,1,1,2,0,0.0,26-39,6,2,2,1.67,1986,P,1125.0,1,2,2
T20120010056,OTHER,80,1,1,1,2,0,1.0,26-39,2,2,2,1.67,2009,P,1207.0,1,2,2
T20120010058,OTHER,70,5,1,1,2,1,1.0,26-39,4,2,2,1.0,1990,P,1305.0,1,2,2
T20120010064,SERIOUS,70,1,3,1,2,1,0.0,40-64,7,3,4,1.67,1993,P,1341.0,1,2,5
T20120010067,OTHER,50,1,1,1,2,0,1.0,65+,1,2,2,1.33,2001,D,1345.0,1,2,0
T20120010068,SERIOUS,70,2,1,1,1,1,0.0,17-25,7,2,4,1.0,1995,P,1335.0,1,2,4
T20120010070,OTHER,60,2,1,1,2,1,0.0,40-64,1,2,2,1.33,2004,D,2107.0,1,2,2
T20120010076,SERIOUS,60,5,1,1,2,1,1.0,17-25,1,2,2,1.0,1993,P,1317.0,1,2,1
T20120010080,OTHER,70,2,1,1,2,1,1.0,17-25,1,2,2,1.0,2000,P,1489.0,1,2,1
T20120010082,OTHER,80,1,5,1,2,1,0.0,17-25,1,3,8,1.0,2003,P,1533.0,1,2,2
T20120010087,SERIOUS,70,5,0,1,2,0,1.0,26-39,1,1,1,1.0,2005,P,1350.0,1,2,2
T20120010088,SERIOUS,100,5,0,1,2,0,0.0,40-64,7,1,1,1.33,2003,M,1680.0,3,2,2
T20120010089,OTHER,60,2,1,1,2,0,1.0,26-39,7,2,2,1.67,2002,P,1335.0,1,2,1
T20120010095,OTHER,50,5,1,1,2,0,0.0,17-25,5,2,2,1.0,2009,D,1590.0,1,2,0
T20120010096,SERIOUS,100,2,3,1,1,1,0.0,17-25,7,2,4,1.67,2002,M,1375.0,1,2,4
T20120010097,OTHER,100,5,1,1,2,1,1.0,40-64,1,2,2,1.67,2010,D,5162.0,3,2,0
T20120010099,OTHER,50,2,0,1,2,1,0.0,40-64,7,1,1,2.33,1990,P,1200.0,1,2,2
T20120010100,OTHER,60,5,1,1,1,1,1.0,26-39,6,1,3,2.0,2002,P,1485.0,1,2,5
T20120010102,OTHER,50,4,1,1,1,1,1.0,Under 16,6,2,2,1.0,1998,P,1525.0,1,2,2
T20120010103,OTHER,70,2,1,1,2,1,1.0,26-39,1,2,3,1.0,2002,P,1535.0,1,2,4
T20120010104,OTHER,60,2,4,1,2,0,0.0,26-39,1,2,5,1.33,2006,D,1680.0,1,2,2
T20120010105,OTHER,70,2,1,1,2,1,1.0,65+,1,2,4,1.33,2005,P,1299.0,1,2,3
T20120010110,SERIOUS,70,1,3,1,2,0,0.0,40-64,1,3,6,1.67,1999,P,1100.0,1,2,3
T20120010111,OTHER,50,1,1,1,2,0,1.0,40-64,1,2,2,1.67,2002,P,1495.0,1,2,3
T20120010112,OTHER,70,1,1,1,2,1,1.0,17-25,1,2,3,1.67,1994,M,1365.0,1,2,4
T20120010115,OTHER,100,5,0,1,2,1,0.0,26-39,1,1,1,2.33,2001,M,1050.0,1,2,4
T20120010120,SERIOUS,110,5,0,1,2,1,1.0,26-39,1,2,3,2.33,1984,D,2420.0,1,2,5
T20120010121,OTHER,60,2,0,1,1,0,0.0,40-64,5,1,2,1.33,1996,P,1350.0,1,2,4
T20120010123,OTHER,100,5,0,1,2,1,1.0,26-39,2,1,1,2.33,2004,P,1694.0,1,2,4
T20120010130,OTHER,50,5,1,1,2,1,0.0,40-64,2,2,2,1.0,2008,P,1922.0,1,2,1
T20120010137,OTHER,60,4,1,1,2,1,0.0,26-39,4,2,2,2.0,2004,P,1280.0,1,2,1
T20120010138,OTHER,60,1,1,1,2,0,1.0,40-64,5,2,2,1.67,1994,P,1327.0,1,2,0
T20120010139,OTHER,50,5,2,1,1,0,0.0,26-39,1,3,3,1.0,1998,P,1142.0,1,2,2
T20120010140,SERIOUS,80,2,1,1,1,0,1.0,40-64,1,2,2,1.33,2001,M,1314.0,1,2,3
T20120010141,OTHER,60,2,1,1,2,1,1.0,40-64,2,2,2,1.0,2001,P,1300.0,1,2,2
T20120010142,OTHER,60,5,2,1,2,0,0.0,40-64,7,2,3,1.0,1990,P,1125.0,1,2,1
T20120010146,OTHER,50,1,1,1,2,1,1.0,26-39,2,2,2,1.0,1985,D,5530.0,1,2,2
T20120010148,SERIOUS,60,2,1,1,2,1,1.0,40-64,2,2,2,1.0,2002,P,1540.0,1,2,1
T20120010151,OTHER,100,5,2,1,1,0,1.0,Under 16,6,2,3,1.0,1992,D,1310.0,3,2,1
T20120010155,SERIOUS,100,2,0,1,1,1,1.0,17-25,2,2,3,1.0,2003,D,6740.0,1,2,4
T20120010157,OTHER,60,4,1,1,2,1,0.0,26-39,2,2,2,1.0,2006,P,1405.0,1,2,3
T20120010159,SERIOUS,50,1,1,1,2,0,0.0,40-64,2,2,2,1.0,2001,P,910.0,1,2,1
T20120010160,OTHER,80,5,2,1,2,0,0.0,40-64,3,2,3,2.33,2005,G,1732.0,1,2,2
T20120010162,OTHER,60,1,0,1,2,1,1.0,40-64,1,2,2,1.0,1996,P,1356.0,3,2,1
T20120010166,OTHER,60,2,3,1,1,0,1.0,17-25,2,2,5,1.0,1999,P,1540.0,1,2,4
T20120010167,SERIOUS,80,2,1,1,2,1,0.0,40-64,2,2,2,0.67,2002,D,7682.0,1,2,3
T20120010168,SERIOUS,60,1,0,1,2,1,0.0,40-64,2,1,2,1.33,2001,P,1504.0,1,2,3
T20120010169,SERIOUS,70,1,0,1,2,0,1.0,26-39,3,1,1,2.0,2011,P,2140.0,1,2,1
T20120010171,SERIOUS,80,2,3,1,1,0,1.0,65+,2,3,4,1.33,2001,P,1276.0,1,2,4
T20120010177,OTHER,50,1,1,1,2,1,1.0,40-64,1,2,2,1.0,2006,P,1455.0,1,2,0
T20120010178,SERIOUS,40,5,1,1,2,0,1.0,40-64,2,2,2,0.67,1996,P,1212.0,1,2,1
T20120010179,OTHER,100,1,4,1,1,0,1.0,40-64,2,2,5,2.0,1993,M,1225.0,1,2,1
T20120010180,OTHER,60,1,1,1,1,0,1.0,Under 16,2,3,3,1.67,2001,P,1089.0,1,2,1
T20120010181,SERIOUS,50,5,0,1,1,1,1.0,Under 16,2,1,1,1.0,2004,P,1400.0,1,2,4
T20120010183,OTHER,60,1,1,1,2,0,0.0,26-39,2,2,2,1.33,2010,P,1740.0,1,2,1
T20120010184,SERIOUS,100,1,0,1,2,1,1.0,26-39,2,1,1,1.33,2004,D,1872.0,1,2,5
T20120010185,OTHER,80,2,2,1,2,1,1.0,40-64,2,3,3,1.67,1994,P,1166.0,1,2,1
T20120010186,SERIOUS,100,5,1,1,2,0,0.0,17-25,2,2,3,1.0,2003,P,842.0,1,2,5
T20120010190,OTHER,100,5,0,1,2,1,1.0,17-25,2,1,1,2.33,1995,P,1000.0,1,2,3
T20120010191,OTHER,70,5,2,1,2,1,1.0,26-39,2,3,3,2.0,1992,P,1645.0,1,2,2
T20120010192,OTHER,100,5,0,1,2,1,1.0,65+,7,1,1,1.33,2011,P,1065.0,2,2,1
T20120010193,SERIOUS,60,5,2,1,2,1,1.0,40-64,2,3,3,1.67,1998,P,1564.0,1,2,3
T20120010195,SERIOUS,50,5,1,1,1,1,1.0,17-25,2,1,2,1.0,2010,P,1260.0,1,2,0
T20120010196,OTHER,80,1,3,1,2,1,1.0,26-39,1,4,4,1.0,2008,D,2134.0,1,2,1
T20120010198,OTHER,50,5,0,1,2,1,1.0,40-64,2,1,1,1.33,1995,P,900.0,1,2,1
T20120010199,SERIOUS,60,1,1,1,2,1,1.0,40-64,2,2,2,1.67,2006,P,1382.0,1,2,3
T20120010200,SERIOUS,100,2,0,1,2,1,1.0,40-64,2,1,1,1.67,1986,P,1150.0,1,2,5
T20120010204,FATAL,100,4,2,1,1,1,0.0,65+,2,2,3,1.67,1987,M,1655.0,1,2,0
T20120010205,OTHER,70,2,1,1,1,0,1.0,40-64,2,2,2,2.0,2003,D,1387.0,1,2,1
T20120010208,SERIOUS,100,2,0,1,1,1,1.0,65+,1,1,1,2.33,2010,P,1075.0,1,2,3
T20120010214,OTHER,100,5,0,1,1,0,1.0,40-64,2,1,1,1.0,2008,P,1568.0,3,2,0
T20120010217,OTHER,60,1,2,1,2,1,0.0,65+,2,3,3,1.0,1998,P,1423.0,1,2,1
T20120010221,OTHER,50,1,1,1,2,0,1.0,40-64,2,2,2,1.0,2007,M,1590.0,1,2,1
T20120010224,OTHER,50,5,0,1,1,1,1.0,Under 16,6,1,1,2.33,2008,P,1785.0,1,2,1
T20120010227,OTHER,60,2,1,1,2,0,1.0,Under 16,3,2,2,1.0,1999,P,1259.0,1,2,5
T20120010228,OTHER,80,2,4,1,2,0,0.0,40-64,3,3,5,1.0,1996,P,1522.0,1,2,1
T20120010230,SERIOUS,60,5,2,1,1,1,0.0,40-64,2,2,3,1.0,1999,P,1250.0,1,2,2
T20120010232,OTHER,50,2,1,1,2,1,1.0,26-39,3,2,2,1.0,1990,P,1100.0,1,2,2
T20120010233,OTHER,70,2,4,1,1,0,1.0,Under 16,3,2,5,1.0,2007,P,1330.0,1,2,2
T20120010234,OTHER,60,2,1,1,1,1,0.0,17-25,3,2,2,1.33,1995,P,1549.0,1,2,1
T20120010235,SERIOUS,70,2,1,1,2,0,0.0,17-25,3,2,2,1.0,1994,D,6485.0,1,2,2
T20120010236,OTHER,60,5,0,1,2,0,1.0,26-39,3,1,1,1.0,2001,D,10360.0,3,2,5
T20120010237,SERIOUS,50,1,1,1,1,1,0.0,Under 16,3,2,2,1.33,2002,P,1497.0,1,2,1
T20120010244,SERIOUS,60,5,1,1,2,1,0.0,26-39,3,2,2,1.0,1993,P,1450.0,1,2,1
T20120010245,OTHER,60,1,1,1,2,1,0.0,40-64,3,2,2,1.0,1997,P,1640.0,1,2,2
T20120010246,SERIOUS,60,2,2,1,2,0,1.0,26-39,3,2,3,1.33,1992,P,1592.0,1,2,3
T20120010247,SERIOUS,60,1,1,1,2,1,1.0,40-64,2,2,2,1.33,2007,G,1312.0,1,2,2
T20120010248,SERIOUS,50,1,1,1,2,1,0.0,26-39,3,2,2,1.33,1994,P,1031.0,1,2,3
T20120010249,OTHER,60,1,1,1,2,1,1.0,65+,3,1,2,1.67,2009,P,1330.0,1,2,1
T20120010256,SERIOUS,40,5,2,1,2,1,0.0,40-64,3,1,3,1.33,2010,P,1255.0,1,2,1
T20120010257,OTHER,50,5,2,1,2,1,0.0,17-25,3,4,4,1.0,1996,P,1512.0,1,2,1
T20120010258,SERIOUS,50,5,0,1,2,1,0.0,26-39,3,2,1,1.0,2000,D,1597.0,1,2,1
T20120010260,SERIOUS,40,5,2,1,2,1,0.0,65+,3,2,3,1.67,1990,P,2041.0,1,2,1
T20120010261,SERIOUS,50,5,0,1,2,1,0.0,26-39,7,1,1,1.33,2006,P,1455.0,2,2,0
T20120010263,FATAL,100,5,1,1,2,1,1.0,40-64,3,2,2,0.67,2000,P,1406.0,1,2,3
T20120010264,OTHER,80,1,0,1,2,1,1.0,65+,3,2,3,1.67,2001,D,1475.0,1,2,1
T20120010266,OTHER,80,2,1,1,2,0,1.0,26-39,2,2,4,1.33,2011,P,1251.0,1,2,1
T20120010268,SERIOUS,60,5,2,1,2,1,0.0,26-39,3,2,3,1.67,2007,G,1468.0,1,2,0
T20120010270,SERIOUS,60,1,0,1,2,0,0.0,40-64,3,2,7,2.33,1997,P,1277.0,1,2,5
T20120010271,OTHER,60,5,2,1,2,0,1.0,40-64,3,3,3,1.33,2004,P,1441.0,1,2,1
T20120010274,SERIOUS,60,2,0,1,1,1,1.0,17-25,3,1,2,1.67,2005,P,1279.0,1,2,0
T20120010277,OTHER,70,2,1,1,1,1,1.0,26-39,3,2,2,1.33,1999,P,1722.0,1,2,2
T20120010280,OTHER,100,5,0,1,1,1,0.0,40-64,4,1,1,2.33,2001,M,1504.0,1,2,5
T20120010283,SERIOUS,100,5,0,1,2,1,0.0,17-25,4,1,1,1.67,1994,P,1100.0,1,2,5
T20120010284,SERIOUS,80,5,0,1,2,0,1.0,17-25,3,1,1,2.67,2004,P,1500.0,1,2,4
T20120010288,OTHER,60,5,0,1,2,0,1.0,26-39,4,2,2,1.67,1999,P,1392.0,1,2,5
T20120010289,SERIOUS,100,3,2,1,2,1,1.0,40-64,3,2,3,2.33,1995,M,1628.0,1,2,0
T20120010291,SERIOUS,60,1,0,1,2,1,1.0,65+,4,1,1,1.33,2009,P,1500.0,1,2,0
T20120010292,SERIOUS,60,5,1,1,2,1,0.0,40-64,4,2,2,2.67,1999,D,1632.0,1,2,3
T20120010295,SERIOUS,100,5,0,1,2,1,1.0,17-25,3,1,1,1.33,1995,M,1450.0,1,2,1
T20120010296,SERIOUS,80,2,1,1,1,0,1.0,65+,4,1,2,1.33,2000,P,1100.0,1,2,4
T20120010297,OTHER,60,5,1,1,2,0,0.0,40-64,4,2,2,1.33,1999,P,1500.0,1,2,5
T20120010299,SERIOUS,50,2,1,1,2,0,0.0,40-64,4,1,2,1.0,2004,P,1770.0,1,2,1
T20120010305,OTHER,60,1,1,1,1,0,0.0,26-39,4,2,2,1.0,2000,P,1240.0,1,2,2
T20120010306,SERIOUS,60,1,1,1,2,1,1.0,65+,4,1,2,1.67,2008,P,1400.0,1,2,0
T20120010307,OTHER,80,5,0,1,2,1,1.0,26-39,2,1,1,1.0,2009,P,2305.0,1,2,3
T20120010308,OTHER,50,1,1,1,1,1,1.0,17-25,3,2,2,1.0,1999,P,1313.0,1,2,1
T20120010309,OTHER,60,5,1,1,1,1,0.0,17-25,4,2,2,1.33,2001,P,1505.0,1,2,2
T20120010310,OTHER,80,2,1,1,2,0,1.0,65+,4,2,3,1.0,1991,D,1161.0,1,2,1
T20120010312,SERIOUS,60,1,1,1,2,1,0.0,26-39,4,4,2,1.0,2003,P,1266.0,1,2,1
T20120010314,FATAL,100,5,0,1,2,1,1.0,65+,3,1,1,1.33,1999,P,1515.0,1,2,5
T20120010318,OTHER,70,2,2,1,2,1,1.0,40-64,4,3,5,1.33,1992,P,1465.0,1,2,1
T20120010320,SERIOUS,50,2,1,1,1,1,1.0,26-39,4,2,2,1.33,2004,D,3267.0,1,1,1
T20120010322,OTHER,100,5,2,1,2,1,1.0,26-39,4,3,3,1.33,1999,P,1576.0,1,2,3
T20120010323,SERIOUS,50,1,2,1,2,1,1.0,17-25,2,3,3,1.33,1998,P,1422.0,1,2,4
T20120010324,OTHER,70,1,0,1,2,1,1.0,26-39,4,1,1,1.0,2008,P,1089.0,1,2,5
T20120010326,SERIOUS,60,1,3,1,2,0,1.0,40-64,2,2,5,4.0,2001,P,1246.0,1,2,4
T20120010332,SERIOUS,80,1,0,1,1,1,0.0,Under 16,4,1,1,1.0,2002,P,1350.0,1,2,4
T20120010333,OTHER,60,5,0,1,2,0,1.0,17-25,4,2,2,1.0,2005,P,1132.0,1,2,3
T20120010334,OTHER,60,1,1,1,1,1,1.0,Under 16,5,2,2,1.33,2000,P,1788.0,1,2,1
T20120010336,SERIOUS,50,1,0,1,2,1,0.0,65+,3,1,1,1.0,2010,D,2013.0,1,2,4
T20120010338,OTHER,50,2,1,1,2,0,0.0,26-39,4,2,2,1.33,1999,P,1428.0,1,2,2
T20120010339,SERIOUS,50,5,2,1,2,1,0.0,26-39,4,1,3,1.0,2010,D,2055.0,1,2,0
T20120010340,SERIOUS,70,1,1,1,2,1,1.0,65+,4,3,3,1.0,1998,P,1358.0,3,2,5
T20120010343,OTHER,90,5,0,1,1,0,1.0,26-39,4,1,1,1.33,2006,P,1050.0,1,2,5
T20120010345,OTHER,50,1,1,1,2,1,1.0,40-64,4,2,2,1.0,1985,P,1590.0,1,2,2
T20120010347,OTHER,60,2,1,1,2,0,0.0,40-64,4,2,2,1.67,1998,P,1601.0,1,2,1
T20120010348,OTHER,100,5,1,1,2,1,1.0,40-64,3,2,2,1.0,1993,P,1290.0,1,2,4
T20120010349,OTHER,50,1,1,1,2,0,0.0,17-25,4,2,2,1.33,2001,P,962.0,1,2,1
T20120010350,SERIOUS,50,1,0,1,2,1,1.0,65+,4,2,2,1.0,1996,P,1156.0,1,2,3
T20120010351,OTHER,70,5,1,1,2,1,0.0,40-64,4,2,3,1.67,1998,P,1200.0,1,2,1
T20120010355,OTHER,60,2,0,1,2,1,0.0,17-25,5,1,1,1.0,1997,P,1460.0,1,2,2
T20120010357,OTHER,50,5,1,1,2,1,1.0,65+,4,1,2,1.67,2003,P,1659.0,1,2,0
T20120010358,SERIOUS,70,5,1,1,2,0,1.0,40-64,4,1,2,2.33,1997,M,1400.0,1,2,1
T20120010359,OTHER,40,5,3,1,1,1,1.0,65+,3,2,4,1.33,1987,D,5260.0,3,2,2
T20120010360,OTHER,60,2,0,1,1,1,0.0,65+,4,2,3,1.67,1992,P,1311.0,1,2,3
T20120010361,SERIOUS,50,5,0,1,1,1,0.0,17-25,4,1,1,1.33,2008,P,1470.0,1,2,0
T20120010363,OTHER,60,5,0,1,2,1,0.0,17-25,4,1,1,1.67,2007,P,1650.0,1,2,1
T20120010364,SERIOUS,80,5,0,1,2,1,1.0,40-64,4,1,1,1.67,2003,P,1575.0,1,2,5
T20120010365,OTHER,80,5,4,1,1,1,1.0,40-64,4,3,5,1.0,1993,P,1161.0,1,2,1
T20120010374,OTHER,50,5,1,1,2,1,0.0,26-39,4,2,2,1.67,1993,P,1250.0,1,2,5
T20120010375,OTHER,70,1,2,1,2,1,0.0,40-64,4,2,3,1.0,1994,P,3806.0,1,2,1
T20120010377,SERIOUS,80,2,1,1,2,1,0.0,26-39,5,2,2,3.0,1992,P,1187.0,1,2,2
T20120010379,SERIOUS,80,5,0,1,2,0,1.0,40-64,5,1,1,3.0,2005,P,1694.0,1,2,5
T20120010382,OTHER,100,5,0,1,2,0,1.0,17-25,5,1,1,1.33,2001,P,1500.0,1,2,1
T20120010383,SERIOUS,80,1,3,1,2,1,1.0,26-39,5,4,5,1.0,2008,P,1283.0,1,2,3
T20120010387,OTHER,100,5,0,1,2,1,0.0,65+,7,1,1,1.0,2005,P,1450.0,3,2,0
