ACCIDENT_NO,SEVERITY,SPEED_ZONE,ROAD_GEOMETRY,NO_PERSONS_NOT_INJ,LICENCE_STATE,SEATING_POSITION,HELMET_BELT_WORN,TAKEN_HOSPITAL,MEDIAN_AGE_GROUP,DAY_OF_WEEK,NO_OF_VEHICLES,NO_PERSONS,AGG_LIGH_SURF_ATMOS_COND,VEHICLE_YEAR_MANUF,VEHICLE_FUEL_TYPE,VEHICLES_TARE_WEIGHT,AGG_ROAD_SURFACE_TYPE,CAUGHT_FIRE,HIGHEST_LEVEL_OF_DAMAGE
T20120006803,OTHER,70,1,1,1,1,1,0.0,65+,4,2,2,1.33,2009,D,6190.0,1,2,1
T20120006804,OTHER,60,4,1,1,2,1,0.0,Under 16,2,1,2,1.0,1999,P,0.0,1,2,0
T20120006805,OTHER,50,2,2,1,1,1,0.0,40-64,4,2,3,1.33,1997,D,1527.0,1,2,2
T20120006807,SERIOUS,50,5,1,1,1,0,1.0,Under 16,4,2,2,1.0,1988,D,1640.0,1,2,0
T20120006808,SERIOUS,60,2,0,1,2,0,1.0,65+,4,2,2,2.0,1998,P,1384.0,1,2,4
T20120006813,SERIOUS,100,5,0,1,2,1,1.0,40-64,1,2,2,1.33,2003,P,1262.0,3,2,2
T20120006816,SERIOUS,60,2,2,1,2,0,0.0,17-25,4,2,3,1.33,1995,P,1361.0,1,2,0
T20120006817,OTHER,60,2,1,1,2,1,0.0,40-64,4,2,2,1.33,1999,D,1325.0,1,2,2
T20120006818,OTHER,50,4,1,1,2,0,1.0,26-39,3,2,2,1.0,2008,P,1172.0,1,2,0
T20120006819,OTHER,50,2,1,1,2,0,0.0,17-25,4,2,2,1.0,1988,D,1345.0,1,2,0
T20120006824,OTHER,40,5,1,1,1,1,1.0,26-39,4,1,2,1.33,2010,P,1562.0,1,2,0
T20120006825,SERIOUS,100,5,2,1,1,1,1.0,17-25,4,3,4,1.33,2006,P,3817.0,1,2,1
T20120006830,OTHER,60,1,1,1,2,0,0.0,17-25,4,2,3,1.33,2003,P,1680.0,1,2,2
T20120006834,OTHER,60,1,1,1,2,1,0.0,17-25,3,2,2,1.67,1999,P,0.0,1,2,1
T20120006835,OTHER,70,1,2,1,1,0,0.0,Under 16,4,2,3,1.33,1996,D,5307.0,1,2,1
T20120006837,SERIOUS,100,5,2,1,1,0,0.0,Under 16,4,3,3,1.33,2002,D,3828.0,1,2,1
T20120006838,OTHER,70,5,2,1,1,0,1.0,17-25,4,2,3,1.67,2006,D,2778.0,1,2,4
T20120006844,SERIOUS,100,5,1,1,2,1,1.0,26-39,2,2,3,1.0,1991,D,945.0,1,2,4
T20120006850,OTHER,50,2,1,1,2,1,1.0,40-64,4,2,2,1.33,1998,P,1347.0,1,2,0
T20120006854,OTHER,60,2,2,1,2,1,1.0,65+,4,2,3,1.0,1996,P,1450.0,1,2,1
T20120006855,OTHER,60,5,0,1,1,1,0.0,Under 16,4,1,1,1.0,1993,P,1200.0,1,2,3
T20120006857,OTHER,60,1,1,1,2,0,1.0,65+,5,2,2,1.67,2005,G,1250.0,2,2,1
T20120006858,OTHER,60,5,5,1,2,1,1.0,40-64,4,3,6,1.0,1997,P,1295.0,1,2,1
T20120006859,SERIOUS,80,5,0,1,2,1,1.0,40-64,4,1,1,1.0,2000,P,1200.0,1,2,2
T20120006861,OTHER,60,1,1,1,2,1,0.0,26-39,4,2,2,0.67,1999,P,1175.0,1,2,4
T20120006864,OTHER,40,1,1,1,2,1,0.0,65+,3,2,2,1.67,1995,D,6578.0,1,2,1
T20120006866,SERIOUS,60,2,0,1,1,0,1.0,65+,4,1,2,1.0,2011,D,3050.0,1,2,0
T20120006867,OTHER,50,1,1,1,2,0,1.0,26-39,7,1,2,0.67,1990,M,850.0,1,2,1
T20120006868,OTHER,50,5,1,1,2,1,0.0,40-64,4,1,2,1.0,2003,P,1025.0,1,2,0
T20120006869,OTHER,100,5,0,1,2,1,1.0,26-39,4,2,2,1.0,1992,P,1075.0,1,2,3
T20120006870,OTHER,60,2,1,1,2,1,0.0,40-64,4,2,2,1.0,2001,P,1474.0,1,2,1
T20120006873,SERIOUS,50,5,0,1,1,1,0.0,Under 16,4,1,2,2.0,2010,P,1505.0,1,2,4
T20120006874,SERIOUS,60,4,2,1,2,1,1.0,40-64,4,2,3,1.0,1994,P,1384.0,1,2,3
T20120006875,OTHER,60,1,1,1,2,0,0.0,26-39,3,2,2,1.0,2005,P,1352.0,1,2,1
T20120006879,OTHER,40,5,0,1,2,0,1.0,26-39,4,1,2,1.33,2011,P,1450.0,1,2,0
T20120006881,OTHER,60,2,1,1,2,0,1.0,40-64,5,1,2,1.67,2002,D,1735.0,1,2,0
T20120006883,OTHER,60,5,0,1,2,1,0.0,26-39,5,1,1,2.33,1980,P,1400.0,1,2,1
T20120006885,SERIOUS,60,2,0,1,2,1,1.0,40-64,5,1,1,2.0,2004,P,1654.0,1,2,5
T20120006887,SERIOUS,60,2,1,1,2,1,0.0,17-25,5,2,2,1.0,2009,P,1727.0,1,2,5
T20120006888,OTHER,70,1,0,1,2,0,1.0,17-25,5,2,2,1.0,1996,P,1662.0,1,2,4
T20120006889,OTHER,60,2,1,1,2,1,1.0,40-64,4,2,3,1.33,2003,P,1207.0,1,2,1
T20120006890,SERIOUS,60,5,1,1,2,0,1.0,26-39,4,2,2,1.0,2001,P,600.0,1,2,2
T20120006891,OTHER,60,2,2,1,1,0,1.0,Under 16,4,3,3,1.67,2000,D,1404.0,1,2,1
T20120006894,SERIOUS,80,5,1,1,1,1,1.0,17-25,5,2,2,1.67,1998,D,11030.0,1,2,5
T20120006896,SERIOUS,80,1,4,1,1,1,0.0,17-25,5,4,6,1.0,1996,P,1837.0,1,2,5
T20120006898,OTHER,60,1,2,1,2,0,1.0,26-39,5,2,4,1.0,1991,P,1500.0,1,2,4
T20120006900,SERIOUS,50,5,0,1,2,1,1.0,65+,3,1,1,1.0,2001,P,1450.0,1,2,5
T20120006901,OTHER,100,5,1,1,2,1,0.0,40-64,5,2,2,1.0,1983,D,4750.0,1,2,1
T20120006903,OTHER,60,2,2,1,2,1,0.0,40-64,5,2,3,1.0,2008,P,1610.0,1,2,2
T20120006904,OTHER,60,5,0,1,2,1,1.0,40-64,5,1,1,1.0,2008,P,1097.0,1,2,3
T20120006905,SERIOUS,60,2,3,1,2,1,1.0,17-25,4,2,4,1.0,1994,M,1386.0,3,2,2
T20120006906,OTHER,60,5,1,1,1,0,0.0,26-39,6,2,2,1.33,2006,P,1151.0,1,2,2
T20120006907,OTHER,110,2,2,1,2,0,1.0,65+,2,3,3,0.67,2007,P,1266.0,1,2,2
T20120006912,OTHER,50,5,1,1,2,1,0.0,40-64,5,2,2,1.0,1990,P,1425.0,1,2,2
T20120006915,OTHER,100,5,3,1,2,1,1.0,26-39,5,1,4,1.0,1978,P,1650.0,1,2,1
T20120006916,OTHER,50,5,1,1,2,1,1.0,65+,4,1,2,1.0,1999,P,0.0,1,2,0
T20120006920,OTHER,60,2,1,1,2,0,0.0,26-39,2,2,2,1.0,2004,P,1537.0,1,2,1
T20120006921,OTHER,70,5,2,1,1,1,0.0,Under 16,4,3,3,1.0,1995,P,1613.0,1,2,2
T20120006922,SERIOUS,50,2,0,1,1,0,1.0,17-25,5,1,2,1.0,1995,P,1600.0,1,2,0
